hip1x,hip1y,hip1z,hip2x,hip2y,hip2z,hip3x,hip3y,hip3z,lkneex,lkneey,lkneez,lankx,lanky,lankz,rkneex,rkneey,rkneez,rankx,ranky,rankz
61.173344,866.318237,894.336853,-142.633698,826.703247,888.81897,-90.887489,641.519897,875.082153,-128.785812,568.173462,551.133423,-149.460297,720.897095,259.742432,113.216484,694.718994,536.91333,99.326302,776.269409,218.605286
60.646496,860.926758,894.265564,-142.868896,820.046692,888.616943,-89.942383,635.237305,874.809631,-127.04055,558.767273,553.340454,-146.950729,701.163757,256.195831,113.356766,691.706665,536.236084,99.13092,775.245789,218.294312
60.077789,855.54425,894.160889,-143.130051,813.402588,888.357971,-89.041267,628.975464,874.40918,-125.246124,549.84491,555.35376,-144.361557,681.396484,252.78949,113.462593,688.718872,535.546814,98.918083,774.22345,217.978119
59.470226,850.151855,894.024597,-143.414703,806.745972,888.041565,-88.171608,622.712463,873.884338,-123.410072,541.420349,557.13208,-141.697876,661.673279,249.580276,113.543983,685.76355,534.843811,98.689018,773.212158,217.655991
58.827034,844.729919,893.858582,-143.720398,800.050476,887.667053,-87.319748,616.425659,873.239502,-121.539383,533.497009,558.634705,-138.965485,642.08252,246.613693,113.610924,682.846313,534.124634,98.44458,772.219849,217.327133
58.151951,839.258911,893.664063,-144.044266,793.289917,887.233948,-86.471642,610.09198,872.48053,-119.639679,526.066101,559.824158,-136.171432,622.71991,243.922485,113.672714,679.969421,533.386536,98.185265,771.251526,216.990768
57.449436,833.719238,893.441895,-144.382874,786.438538,886.742432,-85.613594,603.689209,871.61438,-117.714622,519.103882,560.669434,-133.324249,603.687317,241.525665,113.737396,677.130493,532.627014,97.911362,770.309021,216.646301
56.724964,828.091858,893.193542,-144.731979,779.472473,886.192871,-84.73291,597.195435,870.650024,-115.765541,512.570313,561.148193,-130.434555,585.090088,239.428131,113.81134,674.321289,531.84375,97.623169,769.390198,216.293488
55.985142,822.357666,892.920227,-145.086304,772.3703,885.586975,-83.818626,590.590576,869.598145,-113.791389,506.408264,561.250061,-127.515373,567.03363,237.620987,113.898933,671.527588,531.035278,97.321205,768.488708,215.932831
55.237808,816.498901,892.624512,-145.439514,765.114014,884.927856,-82.862007,583.856323,868.471436,-111.789116,500.543549,560.978699,-124.582565,549.620605,236.082611,114.002457,668.728271,530.201477,97.006577,767.593384,215.565857
54.492023,810.49884,892.309326,-145.784195,757.689636,884.220703,-81.856995,576.976868,867.284851,-109.754295,494.886292,560.353271,-121.655228,532.947327,234.780319,114.122314,665.896729,529.343628,96.681236,766.68866,215.195648
53.757912,804.34259,891.979187,-146.112045,750.087891,883.472717,-80.800659,569.939087,866.055603,-107.682274,489.33429,559.408325,-118.756004,517.100403,233.672974,114.257294,662.999756,528.464722,96.348282,765.754333,214.826996
53.046448,798.017212,891.640137,-146.414108,742.304321,882.693909,-79.693245,562.73291,864.80304,-105.569466,483.777588,558.191956,-115.911057,502.153625,232.714005,114.405167,659.999695,527.570435,96.012039,764.766052,214.466995
52.369038,791.512329,891.299744,-146.681244,734.339111,881.896912,-78.538307,555.352234,863.548462,-103.415031,478.105011,556.763306,-113.14975,488.165283,231.855179,114.563385,656.85437,526.668213,95.678093,763.69519,214.124969
51.737129,784.82019,890.967224,-146.904633,726.197937,881.097351,-77.342613,547.794312,862.314697,-101.222771,472.211914,555.187744,-110.503975,475.175568,231.050491,114.729652,653.51886,525.768005,95.353119,762.509705,213.812881
51.161724,777.936523,890.653748,-147.076202,717.891052,880.313904,-76.11599,540.060791,861.125732,-99.003448,466.008698,553.532654,-108.007225,463.205475,230.259811,114.902496,649.945923,524.881775,95.04483,761.174377,213.545258
50.652924,770.859741,890.371521,-147.18927,709.432739,879.56781,-74.871002,532.157104,860.006165,-96.777084,459.428497,551.86322,-105.69323,452.256378,229.452469,115.081558,646.087585,524.023499,94.76165,759.651672,213.339172
50.219505,763.591797,890.133972,-147.238907,700.841797,878.882324,-73.622742,524.092773,858.980286,-94.574921,452.434174,550.238403,-103.594475,442.310211,228.609894,115.267624,641.896362,523.208008,94.512497,757.902161,213.214035
49.868607,756.137756,889.955017,-147.222305,692.140015,878.282593,-72.388336,515.880798,858.071838,-92.440384,445.022888,548.709412,-101.740639,433.331329,227.726852,115.462471,637.325745,522.451599,94.306465,755.885498,213.191498
49.60548,748.505432,889.848755,-147.138962,683.352539,877.794312,-71.186661,507.537781,857.302979,-90.42849,437.227234,547.317932,-100.157089,425.269135,226.811569,115.668427,632.331726,521.770203,94.152473,753.561401,213.294937
49.433414,740.705322,889.828552,-146.990631,674.506165,877.44281,-70.037811,499.083069,856.693176,-88.603111,429.11377,546.096069,-98.863388,418.061798,225.883804,115.888069,626.873779,521.17926,94.05912,750.890991,213.549057
49.353653,732.750305,889.90625,-146.78125,665.629761,877.251587,-68.962608,490.538208,856.258911,-87.031921,420.777802,545.06665,-97.871773,411.641022,224.971375,116.124054,620.915649,520.693176,94.034424,747.837708,213.979156
49.365494,724.65509,890.091858,-146.516724,656.752258,877.240723,-67.982002,481.926392,856.012756,-85.779579,412.334229,544.242859,-97.185844,405.9375,224.105453,116.379219,614.426514,520.323914,94.085854,744.369141,214.610214
49.466393,716.435547,890.392578,-146.204575,647.90271,877.425781,-67.116463,473.271576,855.962097,-84.89959,403.906708,543.628296,-96.799377,400.885193,223.315643,116.656898,607.381897,520.080383,94.220276,740.457886,215.466125
49.652096,708.108765,890.812622,-145.853668,639.108948,877.81604,-66.385269,464.597656,856.108948,-84.426491,395.615814,543.215027,-96.695396,396.42511,222.625488,116.961647,599.764771,519.968018,94.444115,736.083069,216.568466
49.916821,699.6922,891.352417,-145.473877,630.397034,878.413635,-65.805954,455.927948,856.449707,-84.36985,387.571289,542.981506,-96.846153,392.506287,222.050018,117.299873,591.566284,519.988403,94.763458,731.231262,217.935883
50.253502,691.203064,892.008423,-145.075668,621.790222,879.213196,-65.393562,447.284515,856.974609,-84.711815,379.86676,542.891479,-97.21489,389.084534,221.594772,117.680389,582.786316,520.13916,95.184059,725.896545,219.583221
50.654079,682.658813,892.77356,-144.669678,613.309326,880.202209,-65.160095,438.688202,857.668457,-85.409058,372.577393,542.89624,-97.759094,386.120026,221.256973,118.114685,573.434204,520.414734,95.711334,720.080627,221.520966
51.109783,674.076172,893.637146,-144.266403,604.97168,881.361145,-65.114075,430.158295,858.511169,-86.39888,365.758301,542.940613,-98.434418,383.574432,221.027039,118.616898,563.528015,520.807312,96.350281,713.792114,223.75473
51.611546,665.471558,894.585571,-143.875427,596.791748,882.665039,-65.260139,421.712524,859.478699,-87.60775,359.4422,542.971069,-99.19812,381.409393,220.890686,119.203194,553.095093,521.30835,97.105415,707.045288,226.284851
52.150318,656.860413,895.602844,-143.505249,588.780518,884.084961,-65.598953,413.366852,860.544739,-88.96064,353.638123,542.942261,-100.011696,379.585602,220.830841,119.890923,542.171143,521.909363,97.98069,699.858582,229.105484
52.717346,648.25769,896.671509,-143.16272,580.946289,885.589478,-66.127106,405.135315,861.681274,-90.389168,348.330719,542.822571,-100.842453,378.062378,220.829498,120.697426,530.798828,522.602661,98.979416,692.252686,232.204254
53.304459,639.677368,897.77356,-142.852982,573.293945,887.146118,-66.83741,397.029999,862.860229,-91.837563,343.481903,542.596008,-101.664246,376.797638,220.869186,121.638641,519.027344,523.382385,100.104019,684.248596,235.561523
53.904217,631.132751,898.89093,-142.579102,565.825623,888.722839,-67.719055,389.060455,864.054688,-93.265709,339.034515,542.261108,-102.457481,375.748505,220.93399,122.727615,506.909851,524.24408,101.355858,675.865845,239.149857
54.510017,622.636414,900.006348,-142.342316,558.540894,890.289185,-68.758171,381.233917,865.239807,-94.649338,334.918518,541.828613,-103.208282,374.871735,221.010529,123.97319,494.502441,525.185059,102.734894,667.120544,242.933945
55.116142,614.200073,901.104004,-142.141953,551.436523,891.817139,-69.938141,373.554932,866.39325,-95.977623,331.057922,541.317017,-103.907166,374.124939,221.088348,125.378624,481.862366,526.203918,104.23938,658.024414,246.870483
55.717762,605.83429,902.169861,-141.975891,544.507141,893.282227,-71.240181,366.025665,867.496338,-97.249176,327.378326,540.748169,-104.5476,373.468384,221.160019,126.940727,469.046143,527.300842,105.865707,648.583801,250.908798
56.310822,597.549133,903.191895,-141.840698,537.745117,894.66333,-72.643768,358.645844,868.533386,-98.467369,323.813049,540.144531,-105.124603,372.866364,221.221146,128.649063,456.108124,528.476379,107.608292,638.799255,254.991531
56.891991,589.353516,904.160095,-141.73204,531.140991,895.943604,-74.127182,351.413361,869.492432,-99.635979,320.307068,539.52533,-105.63385,372.288239,221.26976,130.485855,443.099182,529.732239,109.459656,628.665405,259.056396
57.458511,581.255066,905.066589,-141.645096,524.683228,897.110168,-75.667976,344.323975,870.365051,-100.75563,316.818512,538.906433,-106.071312,371.709229,221.305923,132.426346,430.065399,531.070435,111.410774,618.172302,263.037872
58.008106,573.260681,905.905701,-141.574951,518.35907,898.154419,-77.243416,337.371582,871.14624,-101.821678,313.318054,538.299316,-106.433365,371.109802,221.3311,134.439575,417.04715,532.493164,113.451439,607.305786,266.86972
58.538849,565.375488,906.673767,-141.51683,512.15448,899.071594,-78.83094,330.548706,871.834045,-102.823174,309.786774,537.711853,-106.717285,370.475006,221.347733,136.489655,404.078613,534.002869,115.570724,596.049194,270.487488
59.049152,557.603821,907.368713,-141.466385,506.053925,899.860352,-80.408592,323.846283,872.429016,-103.743439,306.213654,537.148987,-106.921883,369.792999,221.358475,138.53746,391.187469,535.601196,117.757317,584.384644,273.83078
59.537693,549.948364,907.990173,-141.419739,500.041595,900.522766,-81.955444,317.25412,872.933838,-104.561516,302.592865,536.613464,-107.047882,369.05423,221.365936,140.542313,378.395142,537.289185,119.999733,572.295288,276.845642
60.003483,542.410339,908.539185,-141.373672,494.101105,901.063599,-83.452034,310.761353,873.353149,-105.254646,298.921967,536.106018,-107.098274,368.250793,221.372223,142.463943,365.717285,539.066589,122.286469,559.767029,279.486786
60.445934,534.989685,909.017883,-141.325455,488.216187,901.490112,-84.880814,304.356384,873.692261,-105.801033,295.200287,535.625916,-107.078102,367.376099,221.378754,144.26442,353.164978,540.93158,124.605957,546.789734,281.719177
60.864948,527.685059,909.429565,-141.272797,482.371094,901.810852,-86.226616,298.027466,873.95752,-106.182472,291.428528,535.171265,-106.994156,366.424896,221.386276,145.909851,340.745453,542.880676,126.946701,533.359009,283.51947
61.261005,520.493652,909.777954,-141.213669,476.551178,902.035645,-87.476898,291.762878,874.154846,-106.386803,287.608917,534.738708,-106.854332,365.393433,221.394745,147.371826,328.463623,544.908264,129.297256,519.476685,284.876556
61.635273,513.411438,910.067566,-141.146149,470.743134,902.174805,-88.622169,285.551392,874.290527,-106.40979,283.745667,534.323364,-106.667038,364.279694,221.403519,148.628525,316.32309,547.007751,131.646332,505.151642,285.791748
61.989643,506.433319,910.303101,-141.068298,464.935425,902.23877,-89.65593,279.382294,874.369873,-106.256088,279.844696,533.91925,-106.440521,363.083832,221.411652,149.665283,304.327332,549.17041,133.982849,490.399353,286.278076
62.32671,499.553101,910.489624,-140.977966,459.118378,902.237549,-90.574791,273.245758,874.397766,-105.93927,275.913086,533.519714,-106.182503,361.808655,221.41803,150.47496,292.480438,551.386414,136.295975,475.241516,286.359009
62.649742,492.763916,910.631836,-140.872894,453.284363,902.180298,-91.378212,267.132935,874.378296,-105.480858,271.958038,533.118347,-105.899818,360.459778,221.421844,151.057877,280.787903,553.644714,138.575226,459.705109,286.066803
62.962593,486.057922,910.734619,-140.75061,447.427612,902.075745,-92.068108,261.036224,874.31488,-104.908836,267.986053,532.709778,-105.59832,359.045502,221.422806,151.421097,269.256836,555.932922,140.810333,443.821381,285.440155
63.269554,479.427094,910.802307,-140.608459,441.544006,901.931335,-92.648415,254.948883,874.210083,-104.255272,264.00293,532.28949,-105.282951,357.576752,221.42128,151.577942,257.896149,558.237549,142.991364,427.624603,284.52243
63.575275,472.862854,910.838928,-140.44371,435.63089,901.753601,-93.12455,248.865387,874.065796,-103.553612,260.013184,531.854431,-104.957733,356.065582,221.418228,151.546814,246.716553,560.544006,145.108734,411.151245,283.35965
63.884556,466.356354,910.847717,-140.253571,429.686768,901.548279,-93.5028,242.781052,873.883484,-102.835777,256.020508,531.402527,-104.625824,354.52417,221.4151,151.350159,235.730057,562.836609,147.153091,394.439026,281.998505
64.202301,459.898895,910.83136,-140.035309,423.710724,901.320068,-93.789787,236.692108,873.663879,-102.129486,252.027451,530.932678,-104.289459,352.96344,221.413498,151.01326,224.949554,565.098633,149.115601,377.526428,280.48526
64.533386,453.481445,910.791565,-139.78624,417.702576,901.072937,-93.992073,230.595383,873.407715,-101.456039,248.035385,530.444092,-103.949791,351.392181,221.4151,150.56308,214.388397,567.312805,150.987732,360.452759,278.864471
64.882538,447.095123,910.729309,-139.503845,411.662048,900.809998,-94.115746,224.488098,873.114868,-100.828667,244.04451,529.936157,-103.606758,349.816101,221.421387,150.027252,204.059921,569.460999,152.761398,343.257813,277.178101
65.254372,440.73114,910.644653,-139.185745,405.588806,900.533691,-94.166176,218.367798,872.785583,-100.252045,240.053894,529.408447,-103.259018,348.238678,221.433823,149.432968,193.976685,571.524719,154.429031,325.981995,275.464844
65.653267,434.380646,910.53656,-138.829727,399.4823,900.245911,-94.147827,212.23201,872.419556,-99.722664,236.06163,528.860535,-102.90416,346.661011,221.453674,148.806351,184.150284,573.485657,155.983475,308.666626,273.759552
66.083336,428.034912,910.403564,-138.433777,393.341583,899.948059,-94.064217,206.078094,872.016602,-99.230209,232.065216,528.291626,-102.539139,345.082886,221.482483,148.17157,174.590836,575.3255,157.418167,291.353607,272.092773
66.548462,421.685059,910.242981,-137.996094,387.164978,899.641235,-93.917885,199.903168,871.576721,-98.759628,228.061981,527.701477,-102.160904,343.503448,221.521942,147.550568,165.306671,577.02594,158.727066,274.085876,270.490448
67.052261,415.322327,910.051636,-137.515015,380.950317,899.326294,-93.71048,193.703842,871.099854,-98.293457,224.049637,527.090149,-101.767174,341.9216,221.574142,146.962585,156.303879,578.569641,159.904831,256.906677,268.973419
67.598099,408.937683,909.825867,-136.989059,374.694885,899.00415,-93.442886,187.476196,870.586243,-97.814224,220.026566,526.457825,-101.357193,340.336395,221.641602,146.423874,147.586014,579.939758,160.946869,239.859482,267.557159
68.189117,402.522003,909.561523,-136.416824,368.395203,898.67572,-93.115402,181.215698,870.036194,-97.306526,215.991943,525.805969,-100.932236,338.747131,221.727341,145.947739,139.153549,581.120422,161.849487,222.987213,266.25177
68.828232,396.065857,909.25415,-135.797028,362.047455,898.342346,-92.727936,174.917114,869.4505,-96.758797,211.945801,525.136475,-100.495956,337.153412,221.834915,145.544205,131.00354,582.09668,162.609909,206.331848,265.061646
69.518196,389.559723,908.899475,-135.128372,355.647247,898.005432,-92.280266,168.574554,868.830017,-96.164421,207.888733,524.452759,-100.054375,335.554657,221.968536,145.220016,123.129128,582.855225,163.226685,189.933548,263.985809
70.261551,382.993652,908.493042,-134.409607,349.189667,897.666504,-91.772247,162.181427,868.176025,-95.5224,203.821594,523.759094,-99.615524,333.950317,222.133041,144.978714,115.519295,583.384521,163.699677,173.830338,263.018036
71.060699,376.357452,908.030945,-133.639465,342.669769,897.327393,-91.204063,155.730408,867.490234,-94.837303,199.744781,523.061096,-99.18866,332.33905,222.333817,144.820541,108.158607,583.674988,164.030273,158.057587,262.147522
71.917831,369.6409,907.509583,-132.816681,336.08197,896.990051,-90.576317,149.213608,866.774536,-94.118614,195.657349,522.365601,-98.783417,330.718597,222.576553,144.742599,101.027115,583.719849,164.221451,142.647888,261.359039
72.8349,362.833221,906.926208,-131.940018,329.420654,896.656006,-89.890274,142.622437,866.031433,-93.379395,191.556107,521.680054,-98.408653,329.085388,222.866943,144.739014,94.100372,583.515442,164.277893,127.631012,260.634186
73.813599,355.92392,906.278687,-131.008362,322.67981,896.326965,-89.147835,135.947784,865.26355,-92.634422,187.434586,521.012329,-98.071503,327.433899,223.210068,144.801346,87.349731,583.061584,164.2061,113.033974,259.952087
74.85527,348.902161,905.56604,-130.020691,315.853088,896.003662,-88.351631,129.179962,864.47406,-91.898117,183.28212,520.369629,-97.776596,325.756866,223.610123,144.918839,80.742889,582.361694,164.01445,98.881393,259.290527
75.960823,341.757599,904.78833,-128.976379,308.933899,895.686523,-87.504929,122.309029,863.666382,-91.182449,179.08374,519.758423,-97.525803,324.045105,224.069855,145.079086,74.244484,581.423706,163.713257,85.195732,258.626953
77.130653,334.479889,903.946838,-127.874954,301.9151,895.375183,-86.61161,115.324722,862.844238,-90.495384,174.820023,519.182922,-97.31823,322.287384,224.590393,145.268539,67.817024,580.259338,163.315002,71.997589,257.939972
78.364594,327.05954,903.04425,-126.716553,294.789398,895.068542,-85.676033,108.216774,862.011536,-89.840073,170.467804,518.645325,-97.150719,320.470795,225.171112,145.473312,61.421791,578.884644,162.834061,59.30584,257.20993
79.661812,319.487518,902.084656,-125.501724,287.549103,894.764832,-84.702896,100.975121,861.172852,-89.21479,166.000839,518.145447,-97.018501,318.58078,225.809982,145.679962,55.019936,577.319702,162.28688,47.137657,256.420166
81.020744,311.755951,901.073547,-124.231552,280.186371,894.461609,-83.697121,93.590088,860.332764,-88.613846,161.390472,517.680603,-96.916,316.601196,226.503693,145.876465,48.573631,575.587585,161.691452,35.508495,255.55748
82.439056,303.858307,900.018005,-122.907829,272.693451,894.156189,-82.663681,86.052734,859.496765,-88.029053,156.60643,517.246033,-96.837654,314.514526,227.248535,146.053131,42.047134,573.714355,161.0672,24.431866,254.612717
83.913628,295.789581,898.926392,-121.532959,265.062775,893.845703,-81.607407,78.355179,858.670593,-87.451675,151.617508,516.83551,-96.778717,312.301605,228.040771,146.203629,35.407833,571.728271,160.434341,13.918928,253.580994
85.440475,287.546448,897.808533,-120.110069,257.287506,893.527344,-80.53286,70.490952,857.860962,-86.874344,146.391785,516.442139,-96.735962,309.941467,228.877487,146.325729,28.627239,569.658813,159.813278,3.977957,252.462067
87.014832,279.128082,896.67572,-118.643036,249.361694,893.198914,-79.444107,62.455364,857.0755,-86.292694,140.896576,516.058472,-96.708069,307.410645,229.757233,146.421936,21.681866,567.536377,159.224075,-5.38636,251.260162
88.631081,270.535797,895.539917,-117.13649,241.281067,892.858643,-78.344673,54.245953,856.322571,-85.706398,135.098083,515.677307,-96.696022,304.682678,230.680618,146.499817,14.553988,565.391235,158.685562,-14.173666,249.984024
90.28289,261.773804,894.414551,-115.595825,233.043167,892.505981,-77.237305,45.862804,855.611572,-85.119415,128.960709,515.292419,-96.703072,301.727112,231.650925,146.571671,7.232207,563.253662,158.214767,-22.388657,248.646301
91.96328,252.848862,893.313354,-114.027092,224.64801,892.141479,-76.124039,37.308964,854.952393,-84.539505,122.446075,514.897522,-96.734512,298.509216,232.674316,146.654068,-0.288204,561.152832,157.82608,-30.041664,247.263
93.664719,243.77095,892.250793,-112.436958,216.098541,891.766663,-75.006027,28.590729,854.355774,-83.977119,115.512421,514.488037,-96.797256,294.988647,233.76004,146.766922,-8.005201,559.117065,157.530792,-37.149021,245.852432
95.379333,234.552917,891.241333,-110.832558,207.400925,891.384644,-73.883659,19.717859,853.832764,-83.44413,108.114471,514.060242,-96.89933,291.119751,234.920364,146.931808,-15.910084,557.173523,157.336212,-43.733063,244.433884
97.098999,225.210464,890.299316,-109.221283,198.564835,890.999817,-72.756599,10.703658,853.394653,-82.952469,100.203957,513.612549,-97.04924,286.851257,236.17012,147.170563,-23.987806,555.347229,157.245392,-49.821823,243.026123
98.815636,215.76207,889.438354,-107.610596,189.603592,890.617493,-71.62394,1.56491,853.052185,-82.513016,91.731079,513.145508,-97.255409,282.126984,237.526215,147.50322,-32.217415,553.661011,157.256805,-55.448154,241.645813
100.521317,206.228592,888.671021,-106.007782,180.534103,890.244141,-70.484428,-7.678406,852.815918,-82.13475,82.646881,512.662781,-97.525482,276.887238,239.006653,147.946228,-40.57254,552.134644,157.364365,-60.648468,240.306107
102.208527,196.632919,888.008606,-104.419754,171.376373,889.886597,-69.336731,-17.003576,852.694946,-81.824348,72.906075,512.170593,-97.865768,271.070557,240.629425,148.510864,-49.021835,550.78418,157.557892,-65.461044,239.015869
103.870232,186.99939,887.460083,-102.852745,162.153122,889.552185,-68.179611,-26.385798,852.697021,-81.585915,62.470425,511.678925,-98.28051,264.616608,242.411179,149.201889,-57.529331,549.620239,157.823929,-69.924103,237.779556
105.500114,177.353256,887.032532,-101.312271,152.888962,889.24762,-67.01226,-35.798996,852.82782,-81.421257,51.312698,511.200195,-98.771431,257.469391,244.365753,150.016998,-66.054588,548.6474,158.146957,-74.073647,236.598007
107.092598,167.720093,886.72998,-99.802879,143.609467,888.979187,-65.834366,-45.216721,853.090942,-81.330231,39.421295,510.749207,-99.336922,249.580536,246.502762,150.946793,-74.552963,547.862854,158.510468,-77.941658,235.469528
108.642807,158.125244,886.553894,-98.328178,134.340164,888.751953,-64.646286,-54.613056,853.487061,-81.311043,26.80444,510.342285,-99.971603,240.912964,248.826187,151.975784,-82.97599,547.255981,158.898285,-81.554573,234.390915
110.146606,148.593307,886.502808,-96.890923,125.105621,888.569885,-63.448875,-63.963531,854.014526,-81.360153,13.493221,509.997192,-100.665771,231.44339,251.333084,153.083603,-91.272408,546.80896,159.295807,-84.932617,233.358215
111.600273,139.147827,886.572571,-95.493217,115.928299,888.435486,-62.243362,-73.24585,854.668823,-81.471832,-0.45735,509.732666,-101.405281,221.164261,254.01265,154.247116,-99.389748,546.497986,159.690704,-88.09005,232.367554
113.000374,129.810944,886.756653,-94.136902,106.827911,888.349976,-61.031002,-82.440536,855.443298,-81.637482,-14.969395,509.569214,-102.171753,210.084641,256.845276,155.442032,-107.276634,546.295227,160.073044,-91.036072,231.415802
114.343414,120.60318,887.046082,-92.823898,97.820755,888.313599,-59.812767,-91.531219,856.329285,-81.845345,-29.945259,509.529053,-102.943428,198.229996,259.802185,156.644669,-114.885231,546.171509,160.435196,-93.776459,230.50116
115.625565,111.543198,887.430603,-91.556671,88.919342,888.325806,-58.588966,-100.50486,857.316467,-82.080612,-45.272217,509.636475,-103.69635,185.640808,262.845337,157.833572,-122.173721,546.098083,160.771896,-96.314995,229.623245
116.842537,102.647781,887.898193,-90.338486,80.132378,888.385681,-57.359005,-109.351517,858.393372,-82.326462,-60.828362,509.916656,-104.406021,172.370499,265.927643,158.990677,-129.10817,546.049194,161.079727,-98.654907,228.782928
117.989418,93.931602,888.43634,-89.173637,71.465012,888.492371,-56.121304,-118.064087,859.547241,-82.565735,-76.489418,510.394989,-105.048965,158.482559,268.994049,160.102493,-135.663879,546.002319,161.357117,-100.799843,227.981918
119.060844,85.407158,889.031616,-88.067421,62.919296,888.64502,-54.873386,-126.637711,860.764832,-82.783127,-92.135971,511.094513,-105.604202,144.047821,271.983429,161.160751,-141.825806,545.93927,161.603958,-102.754593,227.222519
120.051102,77.084717,889.670593,-87.025902,54.494972,888.842834,-53.61224,-135.069214,862.031494,-82.96727,-107.660332,512.033875,-106.05468,129.141083,274.830505,162.162827,-147.58847,545.845825,161.821136,-104.525581,226.50708
120.954575,68.972153,890.340271,-86.055565,46.190266,889.084839,-52.334858,-143.356461,863.332336,-83.111969,-122.972206,513.224976,-106.387894,113.836197,277.468018,163.111115,-152.955338,545.710876,162.010269,-106.121094,225.837906
121.766075,61.074978,891.027588,-85.162689,38.002777,889.369629,-51.038906,-151.497757,864.651062,-83.216255,-138.002274,514.670715,-106.595695,98.20031,279.827789,164.012222,-157.93779,545.526733,162.173203,-107.551315,225.216827
122.481323,53.396297,891.720642,-84.352913,29.930328,889.694458,-49.723434,-159.491394,865.971191,-83.283234,-152.703415,516.364502,-106.673569,82.288834,281.842834,164.875107,-162.554031,545.288635,162.311798,-108.828323,224.645035
123.097305,45.936798,892.408325,-83.630524,21.971584,890.055298,-48.389557,-167.335388,867.275208,-83.318161,-167.049423,518.290283,-106.619843,66.142761,283.450134,165.709244,-166.827744,544.993896,162.427872,-109.965828,224.123001
123.612602,38.694843,893.080627,-82.998138,14.126516,890.445923,-47.040916,-175.02739,868.545227,-83.326317,-181.031342,520.424316,-106.434921,49.787876,284.594208,166.522659,-170.78685,544.642456,162.523285,-110.978897,223.65036
124.027512,31.666552,893.729309,-82.456367,6.396582,890.858337,-45.683979,-182.564682,869.763489,-83.311218,-194.652695,522.736938,-106.120628,33.23595,285.230896,167.320374,-174.462265,544.23645,162.599747,-111.883392,223.226044
124.344116,24.845896,894.347168,-82.003723,-1.215329,891.28241,-44.327995,-189.94455,870.912537,-83.273521,-207.923767,525.196411,-105.679733,16.487162,285.330475,168.103561,-177.886612,543.779846,162.658951,-112.695427,222.84816
124.566116,18.224888,894.92865,-81.63678,-8.705212,891.706543,-42.984684,-197.164734,871.976257,-83.21093,-220.856918,527.77063,-105.115532,-0.466584,284.88028,168.869339,-181.093231,543.278564,162.702347,-113.430725,222.514267
124.698593,11.793708,895.469666,-81.350517,-16.068455,892.118042,-41.66761,-204.223785,872.939209,-83.118675,-233.462494,530.429382,-104.431473,-17.637978,283.88562,169.611221,-184.114975,542.739563,162.731186,-114.104088,222.22142
124.747627,5.540918,895.967407,-81.138771,-23.300512,892.504028,-40.391396,-211.121643,873.78833,-82.990509,-245.746597,533.145203,-103.630913,-35.040752,282.370056,170.319977,-186.983261,542.170959,162.746307,-114.728928,221.966156
124.719826,-0.546374,896.420654,-80.994759,-30.397665,892.852112,-39.170738,-217.860229,874.512268,-82.819778,-257.709381,535.89386,-102.716797,-52.686504,280.373688,170.984802,-189.726837,541.580872,162.748428,-115.317055,221.744888
124.621902,-6.482325,896.828735,-80.911682,-37.357838,893.151123,-38.019417,-224.443649,875.10144,-82.60038,-269.344818,538.653564,-101.691254,-70.582169,277.951294,171.594727,-192.371094,540.977356,162.738205,-115.878586,221.553787
124.460197,-12.282185,897.191956,-80.88327,-44.181335,893.391052,-36.949318,-230.87883,875.548706,-82.327339,-280.640472,541.403259,-100.555527,-88.728012,275.169098,172.139648,-194.937531,540.367981,162.716553,-116.42205,221.388947
124.240273,-17.962135,897.510925,-80.904243,-50.871582,893.564209,-35.96962,-237.175568,875.848755,-81.997032,-291.578156,544.121643,-99.309929,-107.116455,272.101563,172.611572,-197.443314,539.758667,162.684448,-116.954247,221.246475
123.966675,-23.539141,897.786743,-80.970551,-57.435608,893.664612,-35.086079,-243.346802,875.998108,-81.606934,-302.134369,546.785217,-97.954102,-125.731094,268.827911,173.00531,-199.901733,539.154114,162.642746,-117.480347,221.122421
123.642761,-29.030806,898.020081,-81.079552,-63.88451,893.688171,-34.300644,-249.408508,875.994812,-81.155067,-312.281677,549.367493,-96.487297,-144.546005,265.428864,173.318848,-202.322525,538.557129,162.591995,-118.003838,221.012695
123.270676,-34.455265,898.211304,-81.230003,-70.233589,893.632385,-33.611214,-255.379791,875.838806,-80.63932,-321.990448,551.837524,-94.908852,-163.525116,261.983398,173.553345,-204.712738,537.968445,162.532028,-118.526733,220.912933
122.851387,-39.831089,898.360474,-81.421837,-76.502426,893.496399,-33.011696,-261.282349,875.531433,-80.05661,-331.231476,554.1604,-93.21862,-182.621826,258.565979,173.712997,-207.07753,537.386963,162.462326,-119.049988,220.818542
122.384972,-45.1772,898.467224,-81.655891,-82.714584,893.280212,-32.492313,-267.140472,875.075439,-79.402191,-339.978821,556.297363,-91.417671,-201.778732,255.244232,173.804413,-209.42131,536.809387,162.381866,-119.574013,220.724701
121.87088,-50.512753,898.530579,-81.933418,-88.897232,892.984558,-32.040058,-272.980347,874.475525,-78.669006,-348.213867,558.207397,-89.508957,-220.927856,252.076447,173.835938,-211.748505,536.230835,162.289429,-120.099213,220.626373
