XHIP1,YHIP1,ZHIP1,XHIP2,YHIP2,ZHIP2,XHIP3,YHIP3,ZHIP3,XRightThigh1,YRightThigh1,ZRightThigh1,XRightThigh3,YRightThigh3,ZRightThigh3,XLeftThigh1,YLeftThigh1,ZLeftThigh1,XLeftThigh3,YLeftThigh3,ZLeftThigh3,XLKNEE,YLKNEE,ZLKNEE,XLANK,YLANK,ZLANK,XLeftTibia3,YLeftTibia3,ZLeftTibia3,XRKNEE,YRKNEE,ZRKNEE,XRANK,YRANK,ZRANK,XRightTibia3,YRightTibia3,ZRightTibia3
13.49695,1615.619995,890.598328,-185.725143,1557.133301,880.780701,-115.271545,1378.111694,856.754822,-188.672195,1366.662842,710.997925,-206.60704,1474.136353,749.994324,97.751778,1574.077148,777.370789,115.704086,1509.395752,666.17688,-140.796341,1308.725708,544.66864,-163.370667,1317.120117,225.169266,-157.590927,1305.927368,449.984161,81.635452,1492.217041,518.222839,77.982864,1632.266357,216.220505,82.783165,1532.22583,414.3284
12.684278,1607.230835,890.896667,-186.449768,1548.457275,881.012268,-115.811409,1369.424194,856.967712,-188.840332,1358.348877,710.591675,-206.893127,1465.595825,750.108459,96.923546,1565.64209,777.426086,114.674835,1500.651123,666.134827,-141.116653,1301.081177,543.820435,-163.736725,1313.380371,224.277039,-158.025986,1299.214966,448.803436,81.244972,1482.743408,518.111511,77.901741,1626.476318,218.079071,82.201996,1522.657227,414.220917
11.915783,1598.787964,891.264282,-187.164322,1539.88855,881.387329,-116.516068,1360.782593,857.354126,-189.243271,1350.197266,710.377808,-207.263535,1457.203247,750.392944,96.075836,1557.008789,777.531433,113.611137,1491.537842,666.214844,-141.711853,1293.586304,543.250549,-164.108124,1309.911499,223.547043,-158.576614,1292.671509,447.84024,80.8936,1472.615967,518.143188,77.874542,1620.147827,220.313309,81.681236,1512.260986,414.223602
11.190811,1590.304199,891.696472,-187.87233,1531.443237,881.900269,-117.38929,1352.204224,857.903564,-189.874847,1342.234253,710.329468,-207.724121,1448.979614,750.83844,95.210693,1548.188843,777.686707,112.52951,1482.066528,666.420044,-142.541519,1286.303589,542.911987,-164.477646,1306.68042,222.971283,-159.216354,1286.36377,447.071869,80.598969,1461.851807,518.323669,77.903702,1613.275879,222.930725,81.246231,1501.05542,414.341614
10.507703,1581.79126,892.186951,-188.577744,1523.132446,882.539856,-118.430374,1343.702881,858.60022,-190.71759,1334.478394,710.412476,-208.278244,1440.938965,751.430054,94.331314,1539.196289,777.890991,111.449127,1472.25293,666.752747,-143.554214,1279.290405,542.741211,-164.840546,1303.668091,222.532959,-159.91951,1280.352417,446.464172,80.379265,1450.481323,518.657593,77.990562,1605.860962,225.92955,80.922005,1489.078491,414.580505
9.86418,1573.260132,892.727356,-189.284149,1514.963501,883.291504,-119.634476,1335.289917,859.424377,-191.745819,1326.941772,710.589111,-208.926544,1433.089478,752.147705,93.442169,1530.047119,778.142761,110.390724,1462.11853,667.214417,-144.694153,1272.595093,542.669006,-165.195282,1300.864624,222.209579,-160.664185,1274.688843,445.977539,80.251472,1438.546265,519.148926,78.134972,1597.907959,229.297516,80.731094,1476.38623,414.946655
9.257729,1564.721558,893.308838,-189.994446,1506.939819,884.136902,-120.993027,1326.973755,860.353394,-192.928864,1319.630249,710.822144,-209.666901,1425.434692,752.968445,92.548958,1520.758423,778.440186,109.374977,1451.688599,667.80542,-145.907669,1266.252441,542.629822,-165.543213,1298.264771,221.975815,-161.434753,1269.407104,445.572235,80.229607,1426.100342,519.801453,78.335114,1589.425171,233.011398,80.69149,1463.050171,415.447449
8.685961,1556.185303,893.921387,-190.710327,1499.061768,885.056274,-122.494255,1318.760376,861.363342,-194.234528,1312.544067,711.078064,-210.494553,1417.973755,753.867615,91.658394,1511.348633,778.781555,108.421066,1440.99353,668.526062,-147.148804,1260.281616,542.570374,-165.887985,1295.865112,221.806244,-162.222961,1264.524414,445.211914,80.323318,1413.205566,520.618164,78.587364,1580.423462,237.036499,80.815094,1449.154053,416.090912
8.146868,1547.6604,894.555298,-191.431915,1491.327637,886.028259,-124.123878,1310.653442,862.429382,-195.631638,1305.677856,711.32843,-211.402008,1410.702271,754.820435,90.777939,1501.836914,779.165039,107.545303,1430.066162,669.375488,-148.383209,1254.682617,542.453247,-166.234619,1293.662109,221.67717,-163.027481,1260.03833,444.865662,80.536705,1399.92981,521.601746,78.886154,1570.913818,241.326813,81.106529,1434.789429,416.884888
7.638977,1539.155762,895.201111,-192.15773,1483.733154,887.03186,-125.865547,1302.654785,863.52771,-197.091766,1299.022217,711.55188,-212.379578,1403.613159,755.802673,89.915428,1492.24292,779.588867,106.760162,1418.94165,670.352295,-149.590363,1249.437744,542.257996,-166.588791,1291.64917,221.568283,-163.852203,1255.929932,444.508911,80.867821,1386.343506,522.753906,79.224121,1560.907227,245.825607,81.562637,1420.051147,417.836273
7.161394,1530.679688,895.849976,-192.884735,1476.273315,888.046631,-127.701416,1294.764038,864.635742,-198.590271,1292.564331,711.733093,-213.415558,1396.698242,756.792053,89.07859,1482.587036,780.051514,106.07373,1407.656616,671.454041,-150.763123,1244.513306,541.97876,-166.956024,1289.817261,221.463593,-164.703857,1252.166382,444.123016,81.308334,1372.517334,524.074951,79.592445,1550.414795,250.466797,82.172371,1405.032959,418.949829
6.71375,1522.240479,896.494263,-193.608566,1468.94104,889.053345,-129.61261,1286.980103,865.733215,-200.10614,1286.289307,711.862549,-214.496933,1389.946533,757.768372,88.274712,1472.888672,780.551147,105.489426,1396.248169,672.677063,-151.905746,1239.864258,541.619873,-167.34053,1288.153198,221.351639,-165.589417,1248.705688,443.695465,81.843895,1358.519775,525.56366,79.9813,1539.445679,255.176895,82.917282,1389.823975,420.227509
6.296083,1513.845703,897.12677,-194.323883,1461.729004,890.034546,-131.57962,1279.300293,866.802124,-201.621704,1280.18103,711.935547,-215.609726,1383.347412,758.714111,87.510193,1463.168091,781.085388,105.006042,1384.752441,674.016174,-153.029648,1235.440186,541.192139,-167.744507,1286.641235,221.22554,-166.513687,1245.501099,443.218811,82.454727,1344.414429,527.216675,80.3806,1528.009033,259.877716,83.772324,1374.504761,421.667938
5.90867,1505.502441,897.741577,-195.024796,1454.62915,890.974854,-133.582672,1271.721069,867.827209,-203.121719,1274.222534,711.950562,-216.739792,1376.888306,759.614624,86.790298,1453.444092,781.651672,104.618172,1373.204468,675.464844,-154.149292,1231.189697,540.708252,-168.167206,1285.26416,221.082596,-167.477615,1242.504761,442.690308,83.116753,1330.259521,529.028503,80.780731,1516.114014,264.489471,84.707268,1359.14563,423.266571
5.551853,1497.218018,898.333191,-195.705276,1447.632568,891.86145,-135.601959,1264.238403,868.796082,-204.592621,1268.395996,711.908691,-217.873154,1370.556641,760.458252,86.118958,1443.734863,782.246704,104.316811,1361.637085,677.015015,-155.277588,1227.065674,540.180481,-168.604843,1284.003662,220.923401,-168.477325,1239.671265,442.110962,83.802971,1316.107178,530.991638,81.173248,1503.768921,268.934296,85.688217,1343.805054,425.015808
5.225879,1488.998657,898.896973,-196.35965,1440.730103,892.683533,-137.618103,1256.847412,869.698914,-206.021759,1262.684814,711.812744,-218.996674,1364.339478,761.236145,85.498688,1434.057495,782.866272,104.090248,1350.081909,678.656982,-156.422729,1223.027466,539.619324,-169.050812,1282.841309,220.751083,-169.503662,1236.959595,441.484924,84.484993,1302.002075,533.096619,81.551598,1490.983154,273.139313,86.679558,1328.529297,426.90564
4.930777,1480.850464,899.428894,-196.982742,1433.912354,893.433044,-139.612381,1249.543335,870.528503,-207.396988,1257.071655,711.665955,-220.098495,1358.223145,761.942261,84.930611,1424.427246,783.50592,103.925079,1338.567383,680.380066,-157.585999,1219.043579,539.032288,-169.496582,1281.759277,220.570389,-170.542694,1234.333252,440819,85.134735,1287.98291,535.332642,81.911461,1477.767212,277.039429,87.645851,1313.353516,428.924286
4.666285,1472.778687,899.925232,-197.570282,1427.170288,894.104187,-141.566895,1242.321411,871.28009,-208.706253,1251.539673,711.472351,-221.168304,1352.194214,762.573242,84.414604,1414.858521,784.159973,103.807114,1327.119141,682.17218,-158.760742,1215.091431,538.424438,-169.93251,1280.738647,220.386826,-171.576752,1231.761963,440.122223,85.725845,1274.082031,537.687378,82.251053,1464.133667,280.579834,88.553665,1298.302856,431.058716
4.431832,1464.788086,900.38269,-198.118988,1420.494385,894.693542,-143.465088,1235.176392,871.950745,-209.93782,1246.072632,711.235962,-222.197708,1346.238525,763.127747,83.949364,1405.363525,784.822388,103.722275,1315.760986,684.020691,-159.932755,1211.157959,537.799194,-170.349045,1279.760742,220.205963,-172.585861,1229.218994,439.40509,86.234848,1260.326294,540.147461,82.571075,1450.096802,283.717133,89.373146,1283.394165,433.295074
4.226573,1456.88269,900.798767,-198.626541,1413.876099,895.199768,-145.291916,1228.104126,872.539429,-211.080353,1240.654663,710.960938,-223.180099,1340.342773,763.606384,83.532784,1395.952881,785.487122,103.657242,1304.51355,685.912354,-161.081467,1207.236572,537.158997,-170.737305,1278.806519,220.032822,-173.54921,1226.682495,438.679016,86.642097,1246.737427,542.698914,82.874474,1435.674194,286.420288,90.079071,1268.63855,435.619293
4.049464,1449.065918,901.171265,-199.09166,1407.307007,895.623352,-147.034241,1221.099731,873.046326,-212.123611,1235.270508,710.651367,-224.110703,1334.493774,764.011353,83.161972,1386.635498,786.147278,103.59996,1293.39502,687.833679,-162.181976,1203.32666,536.506042,-171.089737,1277.85791,219.871536,-174.446869,1224.133911,437.955322,86.93219,1233.333618,545.326843,83.166161,1420.885254,288.670776,90.651657,1254.042358,438.017273
3.899373,1441.340088,901.49884,-199.513763,1400.779785,895.966492,-148.681107,1214.159668,873.473022,-213.059067,1229.905884,710.310974,-224.986481,1328.679565,764.345825,82.833725,1377.418823,786.796631,103.539978,1282.421265,689.771118,-163.207825,1199.430786,535.84259,-171.400528,1276.897705,219.725052,-175.261139,1221.557373,437.244385,87.094223,1220.129395,548.016113,83.452507,1405.752197,290.46228,91.076958,1239.610718,440.475525
3.775202,1433.707031,901.780823,-199.892944,1394.288452,896.232483,-150.223877,1207.280029,873.821533,-213.880539,1224.548584,709.943176,-225.805725,1322.889648,764.613831,82.544579,1368.308838,787.428711,103.468758,1271.604858,691.711792,-164.133957,1195.55249,535.171265,-171.66571,1275.911377,219.595261,-175.977798,1218.939941,436.555084,87.121834,1207.136963,550.751709,83.740974,1390.299438,291.799561,91.346901,1225.346924,442.980804
3.676003,1426.167603,902.017334,-200.229752,1387.827271,896.425781,-151.65654,1200.458252,874.094604,-214.584976,1219.18811,709.550781,-226.568039,1317.115356,764.819702,82.291245,1359.310181,788.038025,103.379807,1260.95752,693.643066,-164.939285,1191.693848,534.494812,-171.883377,1274.887207,219.482925,-176.586792,1216.271118,435.894226,87.012993,1194.36731,553.518311,84.039536,1374.552856,292.697388,91.459106,1211.255981,445.520752
3.60109,1418.721924,902.209229,-200.524902,1381.392578,896.55127,-152.975525,1193.691406,874.294983,-215.172638,1213.816772,709.136169,-227.27388,1311.349487,764.967773,82.07074,1350.426636,788.619324,103.268745,1250.487549,695.553467,-165.60881,1187.855103,533.816162,-172.053436,1273.81665,219.388016,-177.082718,1213.543945,435.266296,86.769684,1181.829224,556.300903,84.35627,1358.539307,293.178864,91.416458,1197.343872,448.083679
3.550116,1411.369263,902.357849,-200.779175,1374.981689,896.614197,-154.179855,1186.977417,874.426208,-215.647354,1208.429321,708.701111,-227.924271,1305.587646,765.062561,81.880661,1341.661377,789.168579,103.133339,1240.202759,697.432129,-166.134552,1184.033081,533.138428,-172.177658,1272.69519,219.309875,-177.464722,1210.75293,434.673889,86.397606,1169.531616,559.084412,84.69883,1342.286987,293.273712,91.226563,1183.619507,450.658234
