XHIP1,YHIP1,ZHIP1,XHIP2,YHIP2,ZHIP2,XHIP3,YHIP3,ZHIP3,XRightThigh1,YRightThigh1,ZRightThigh1,XRightThigh3,YRightThigh3,ZRightThigh3,XLeftThigh1,YLeftThigh1,ZLeftThigh1,XLeftThigh3,YLeftThigh3,ZLeftThigh3,XLKNEE,YLKNEE,ZLKNEE,XLANK,YLANK,ZLANK,XLeftTibia3,YLeftTibia3,ZLeftTibia3,XRKNEE,YRKNEE,ZRKNEE,XRANK,YRANK,ZRANK,XRightTibia3,YRightTibia3,ZRightTibia3
3.523124,1404.107666,902.465515,-200.99324,1368.592529,896.619934,-155.270706,1180.314453,874.491455,-216.016281,1203.023682,708.246948,-228.520645,1299.827148,765.108032,81.719345,1333.016357,789.682556,102.973488,1230.108276,699.268677,-166.515579,1180.220825,532.464905,-172.259094,1271.520142,219.247482,-177.736343,1207.895874,434.117706,85.905693,1157.48291,561.854004,85.074028,1325.823853,293.016876,90.900963,1170.094482,453.233429
3.520571,1396.934814,902.534363,-201.167496,1362.224243,896.573853,-156.251221,1173.700439,874.493958,-216.289398,1197.599731,707.774719,-229.064545,1294.06665,765.10791,81.58596,1324.494385,790.159058,102.791084,1220.20813,701.053955,-166.757416,1176.409424,531.798462,-172.301743,1270.29187,219.199738,-177.9048,1204.972046,433.59726,85.305862,1145.691772,564.594543,85.487564,1309.178955,292.446442,90.454422,1156.78418,455.798248
3.543306,1389.84729,902.5672,-201.302063,1355.876465,896.481079,-157.126022,1167.133789,874.437134,-216.478821,1192.160278,707.285339,-229.557404,1288.307129,765.065857,81.480461,1316.096802,790.596375,102.589828,1210.505249,702.778931,-166.871063,1172.589478,531.141541,-172.310043,1269.013306,219.165695,-177.980408,1201.983154,433.111115,84.61245,1134.167114,567.290649,85.943657,1292.381104,291.602417,89.903969,1143.706543,458.341095
3.592521,1382.840454,902.566589,-201.39682,1349.54895,896.346985,-157.900803,1160.612549,874.324402,-216.597641,1186.708984,706.779846,-230.000595,1282.549561,764.985291,81.403557,1307.825317,790.993835,102.375023,1201.001465,704.434937,-166.871704,1168.751587,530.495483,-172.288315,1267.688354,219.144775,-177.975784,1198.932495,432.656952,83.841789,1122.918457,569.926514,86.444824,1275.459961,290.525513,89.268166,1130.882813,460.849701
3.669679,1375.909424,902.535156,-201.451294,1343.241699,896.176331,-158.581711,1154.134277,874.158875,-216.659042,1181.251343,706.259216,-230.395294,1276.796143,764.869629,81.356476,1299.681641,791.350708,102.153305,1191.697876,706.012878,-166.777481,1164.889404,529.860962,-172.240341,1266.323486,219.136932,-177.904831,1195.825806,432.232025,83.011574,1111.955811,572.485413,86.991814,1258.446045,289.256134,88.566269,1118.335938,463.310486
3.77641,1369.048462,902.474915,-201.46492,1336.953857,895.97406,-159.175003,1147.695923,873.943604,-216.675125,1175.792847,705.724487,-230.742538,1271.047852,764.722412,81.340759,1291.666748,791.666443,101.932404,1182.594482,707.503662,-166.608276,1160.998413,529.237976,-172.169083,1264.925537,219.142776,-177.781677,1192.67041,431.83313,82.140419,1101.289429,574.949829,87.583458,1241.370361,287.833221,87.817505,1106.091064,465.708649
3.91441,1362.251099,902.387695,-201.436951,1330.68457,895.744873,-159.686584,1141.293945,873.68158,-216.656189,1170.338745,705.17688,-231.043427,1265.305908,764.547302,81.358009,1283.780518,791.93988,101.720879,1173.691895,708.897278,-166.384644,1157.076538,528.625305,-172.076416,1263.502563,219.163498,-177.619812,1189.475586,431.456726,81.247238,1090.929443,577.301086,88.216637,1224.265015,286.293976,87.040459,1094.173096,468.028107
4.085337,1355.510376,902.274414,-201.36673,1324.431152,895.493469,-160.121536,1134.924561,873.375671,-216.609985,1164.894165,704.617493,-231.29895,1259.570068,764.348206,81.409592,1276.022949,792.169189,101.527771,1164.989624,710.18335,-166.126587,1153.124512,528.020935,-171.963333,1262.063477,219.200851,-177.431107,1186.252441,431.099213,80.350853,1080.885986,579.52002,88.886292,1207.162842,284.673096,86.252556,1082.606689,470.251617
4.29073,1348.818848,902.135803,-201.253647,1318.19104,895.224304,-160.483994,1128.582397,873.028076,-216.541336,1159.462646,704.047302,-231.510315,1253.839233,764.128906,81.496506,1268.39209,792.352051,101.362442,1156.487549,711.350525,-165.852203,1149.146484,527.421692,-171.830032,1260.617188,219.25708,-177.224915,1183.013916,430.757141,79.469414,1071.168335,581.58667,89.585472,1190.098022,283.002197,85.469612,1071.414795,472.361145
4.531952,1342.169067,901.971313,-201.097305,1311.959717,894.941833,-160.776947,1122.262207,872.641235,-216.45224,1154.046387,703.467163,-231.678772,1248.110596,763.893921,81.619331,1260.88562,792.484924,101.23423,1148.185791,712.387268,-165.576004,1145.148438,526.824402,-171.676254,1259.171875,219.334732,-177.007736,1179.77356,430.427612,78.619972,1061.78418,583.481018,90.305519,1173.105225,281.30957,84.705643,1060.61731,474.338409
4.810181,1335.552856,901.780334,-200.897491,1305.731812,894.649963,-161.002167,1115.957764,872.21698,-216.34198,1148.64563,702.877563,-231.805603,1242.380493,763.647156,81.778107,1253.499756,792.563599,101.152168,1140.083618,713.281616,-165.307526,1141.138672,526.226196,-171.501709,1257.734619,219.436493,-176.782776,1176.545166,430.108429,77.818115,1052.739136,585.183472,91.036201,1156.220337,279.620026,83.972771,1050.230103,476.165344
5.126426,1328.961792,901.561096,-200.654037,1299.500854,894.352661,-161.160385,1109.662109,871.756897,-216.207779,1143.259277,702.278931,-231.892105,1236.643921,763.392822,81.972504,1246.229736,792.583191,101.124695,1132.180908,714.021973,-165.050308,1137.126831,525.625183,-171.30658,1256.311401,219.564972,-176.550323,1173.340942,429.798248,77.077652,1044.037231,586.675537,91.766037,1139.479126,277.954376,83.281204,1040.264526,477.824738
5.48159,1322.387939,901.311462,-200.366974,1293.259766,894.053345,-161.251221,1103.367554,871.262512,-216.045425,1137.884033,701.671448,-231.939331,1230.894409,763.134827,82.20182,1239.070068,792.537842,101.159393,1124.476074,714.596802,-164.802216,1133.121704,525.020569,-171.091858,1254.905762,219.72258,-176.308258,1170.171021,429.496338,76.410271,1035.678833,587.940125,92.482651,1122.919434,276.329742,82.639488,1030.726318,479.300659
5.876552,1315.822144,901.028748,-200.036148,1287.000488,893.7547,-161.27356,1097.066895,870.734558,-215.850098,1132.514893,701.055298,-231.947998,1225.125244,762.877014,82.465218,1232.013428,792.421814,101.262611,1116.966797,714.995605,-164.556168,1129.131714,524.412781,-170.859665,1253.518433,219.911636,-176.053024,1167.042236,429.202637,75.825455,1027.661865,588.961914,93.173187,1106.578735,274.759186,82.054703,1021.616211,480.578674
6.312266,1309.255737,900.709778,-199.661377,1280.714722,893.459473,-161.225677,1090.751343,870.174255,-215.617142,1127.14563,700.430725,-231.918488,1219.328491,762.622559,82.76178,1225.052124,792.228882,101.439339,1109.649292,715.208801,-164.302094,1125.161743,523.803528,-170.61348,1252.148438,220.134216,-175.780716,1163.956787,428.917389,75.330276,1019.980652,589.728027,93.824791,1090.495117,273.251221,81.532677,1012.929443,481.646515
6.789854,1302.679565,900.351135,-199.24202,1274.393921,893.169495,-161.105438,1084.412598,869.582092,-215.342621,1121.768433,699.798523,-231.850601,1213.496582,762.374329,83.090721,1218.17688,791.952942,101.692947,1102.517944,715.228516,-164.028992,1121.213257,523.195374,-170.358154,1250.791382,220.392395,-175.488281,1160.911255,428.641083,74.929459,1012.62677,590.22821,94.424973,1074.706665,271.810303,81.078171,1004.655701,482.493896
7.310687,1296.084106,899.949097,-198.777191,1268.028931,892.886292,-160.91069,1078.04187,868.958923,-215.023865,1116.374634,699.15918,-231.743683,1207.620728,762.134827,83.451538,1211.377441,791.588745,102.025032,1095.565186,715.048279,-163.726852,1117.282349,522.591614,-170.099609,1249.441528,220.688278,-175.174393,1157.897705,428.374634,74.625336,1005.588196,590.45459,94.962036,1059.250977,270.43631,80.694908,996.780151,483.112885
7.876433,1289.459961,899.500244,-198.265381,1261.611206,892.610718,-160.639206,1071.630859,868.305359,-214.6595,1110.954346,698.513977,-231.596588,1201.693359,761.906128,83.844032,1204.643188,791.131165,102.435417,1088.781006,714.663879,-163.388504,1113.362183,521.995422,-169.844727,1248.090088,221.024124,-174.840073,1154.90332,428.119293,74.418007,998.849976,590.4021,95.425407,1044.164307,269.125122,80.385475,989.283875,483.497528
8.489086,1282.796997,899.00116,-197.704681,1255.132324,892.343201,-160.289032,1065.170166,867.622192,-214.249664,1105.497437,697.864441,-231.407745,1195.706543,761.689636,84.268394,1197.961304,790.576538,102.922134,1082.153076,714.073303,-163.010849,1109.442383,521.409729,-169.600906,1246.727173,221.402161,-174.488754,1151.910034,427.876434,74.305458,992.394165,590.068848,95.805878,1029.481812,267.868683,80.151253,982.144409,483.643951
9.150931,1276.085327,898.449158,-197.092728,1248.583374,892.083984,-159.858597,1058.651245,866.910339,-213.795776,1099.994019,697.211975,-231.175262,1189.652588,761.48645,84.725204,1191.31897,789.922302,103.481529,1075.666626,713.276855,-162.595291,1105.509888,520.836243,-169.375641,1245.341797,221.824615,-174.125885,1148.897461,427.647583,74.28376,986.199829,589.455566,96.095963,1015.235779,266.65567,79.992104,975.336365,483.550354
9.864497,1269.314819,897.842102,-196.426697,1241.956177,891.832642,-159.346741,1052.064941,866.170776,-213.300201,1094.433594,696.55835,-230.897003,1183.524292,761.297241,85.215431,1184.70166,789.16748,104.108528,1069.304077,712.27771,-162.147247,1101.549194,520.275635,-169.176224,1243.921265,222.29335,-173.75827,1145.841187,427.434418,74.34729,980.243103,588.566284,96.290123,1001.455994,265.472168,79.906189,968.831726,483.217224
10.632457,1262.474976,897.17865,-195.703537,1235.242676,891.588501,-158.752899,1045.4021,865.404785,-212.765869,1088.805664,695.905029,-230.570755,1177.314453,761.12207,85.740402,1178.093872,788.312805,104.796822,1063.045898,711.081543,-161.675018,1097.542358,519.72821,-169.009232,1242.453125,222.809784,-173.393158,1142.717041,427.238464,74.488953,974.496948,587.408508,96.385017,988.169128,264.302551,79.889847,962.600342,482.647614
11.457523,1255.55603,896.458801,-194.92012,1228.434814,891.350708,-158.077103,1038.653687,864.613953,-212.19603,1083.100342,695.253052,-230.194199,1171.016357,760.960388,86.301674,1171.479858,787.360962,105.539246,1056.869629,709.697205,-161.188095,1093.46936,519.193787,-168.880341,1240.924194,223.374619,-173.037598,1139.500244,427.061279,74.700493,968.931885,585.992981,96.379723,975.397766,263.130341,79.937683,956.609924,481.84729
12.342309,1248.547485,895.683533,-194.07341,1221.524658,891.118286,-157.320007,1031.810913,863.799805,-211.593689,1077.307495,694.603394,-229.765106,1164.622925,760.811462,86.901047,1164.842041,786.316528,106.32814,1050.751343,708.13623,-160.695648,1089.308594,518.672241,-168.793991,1239.322144,223.987732,-172.697662,1136.168091,426.904144,74.972641,963.515808,584.334656,96.275909,963.160278,261.939209,80.042732,950.826294,480.824799
13.2892,1241.439331,894.855286,-193.160568,1214.504883,890.889954,-156.483017,1024.864258,862.964539,-210.961441,1071.417358,693.956055,-229.281372,1158.126953,760.673706,87.540382,1158.162842,785.186401,107.15564,1044.664673,706.413452,-160.205185,1085.038574,518.163513,-168.753113,1237.634644,224.648148,-172.378067,1132.699829,426.767975,75.295593,958.213928,582.451843,96.077995,951.470703,260.713806,80.19693,945.213501,479.591827
14.300238,1234.222168,893.977905,-192.179184,1207.36792,890.664429,-155.568207,1017.805481,862.110413,-210.301376,1065.419678,693.311218,-228.741013,1151.521729,760.545288,88.221542,1151.42395,783.979492,108014,1038.581665,704.546204,-159.721878,1080.639038,517.667297,-168.759155,1235.850464,225.354187,-172.081863,1129.077759,426.653046,75.659271,952.989502,580.366699,95.792999,940.338196,259.440796,80.391533,939.73407,478.162872
15.377003,1226.886475,893.056458,-191.127457,1200.106812,890.440674,-154.578415,1010.625488,861.240662,-209.614731,1059.304932,692.668396,-228.142349,1144.799683,760.424011,88.946274,1144.606812,782.706421,108.895805,1032.473511,702.554749,-159.248291,1076.092407,517.183533,-168.811752,1233.95874,226.10376,-171.810394,1125.287109,426.559296,76.053871,947.803955,578.104858,95.430527,929.766785,258.109406,80.617691,934.34906,476.555573
16.520525,1219.423584,892.097656,-190.004211,1192.715454,890.217407,-153.517197,1003.316406,860.358704,-208.902023,1053.062622,692.027405,-227.483765,1137.954102,760.307434,89.716125,1137.692749,781.38031,109.794136,1026.310303,700.461731,-158.784836,1071.383179,516.71167,-168.908859,1231.949951,226.89476,-171.563309,1121.31543,426.485748,76.470306,942.617249,575.695068,95.002342,919.755554,256.712158,80.866936,929.018372,474.790161
17.731192,1211.825073,891.109375,-188.809113,1185.187988,889.993713,-152.388931,995.871033,859.469177,-208.16304,1046.682617,691.388672,-226.763977,1130.977905,760.192932,90.532349,1130.662964,780.01532,110.70266,1020.062317,698.291809,-158.330322,1066.497803,516.250488,-169.04657,1229.815186,227.725494,-171.33873,1117.15332,426.430878,76.900757,937.388245,573.168823,94.522186,910.29834,255.245865,81.131714,923.70105,472.889526
19.00869,1204.083862,890.100769,-187.542648,1177.519775,889.768921,-151.198608,988.282654,858.577271,-207.396774,1040.153442,690.753235,-225.981857,1123.863525,760.07782,91.395805,1123.499512,778.627563,111.615761,1013.699768,696.071533,-157.882523,1061.424316,515.798767,-169.21933,1227.545898,228.594788,-171.133438,1112.79126,426.392456,77.339188,932.076172,570.559387,94.005302,901.383545,253.711761,81.405807,918.356079,470.878906
20.351933,1196.19458,889.082336,-186.206345,1169.70752,889.542358,-149.951996,980.546143,857.689514,-206.601456,1033.464111,690.12323,-225.136612,1116.60498,759.959717,92.307007,1116.185669,777.234436,112.528633,1007.194763,693.828674,-157.438843,1056.14978,515.353882,-169.420364,1225.132813,229.502502,-170.943176,1108.220459,426.367462,77.781769,926.64093,567.901611,93.468224,892.995117,252.116028,81.684792,912.943298,468.785583
21.759012,1188.1521,888.065308,-184.802689,1161.749268,889.313843,-148.655258,972.657593,856.813477,-205.774612,1026.602905,689.502197,-224.227585,1109.194946,759.835938,93.26606,1108.706177,775.853943,113.437363,1000.521301,691.592224,-156.996307,1050.660767,514.912598,-169.642166,1222.565674,230.449661,-170.762878,1103.430054,426.35199,78.227287,921.044495,565.23114,92.928528,885.112366,250.469528,81.966469,907.424316,466.638489
23.227177,1179.954224,887.062134,-183.33522,1153.644409,889.083435,-147.315033,964.615234,855.958191,-204.913208,1019.557495,688.894958,-223.254425,1101.627686,759.704407,94.272675,1101.047363,774.505066,114.339043,993.656433,689.391418,-156.55188,1044.94104,514.471375,-169.877167,1219.830933,231.438797,-170.587234,1098.406372,426.341309,78.677414,915.251953,562.583496,92.404442,877.710938,248.787689,82.251274,901.764343,464.467682
24.752817,1171.599976,886.085571,-181.808487,1145.394653,888.85144,-145.938095,956.419128,855.133484,-204.013931,1012.315491,688.308167,-222.217041,1093.897461,759.56311,95.326263,1093.199463,773.207214,115.231934,986.581665,687.255859,-156.102463,1038.971313,514.026245,-170.1185,1216.911499,232.474319,-170.410904,1093.130981,426.329865,79.136749,909.233337,559.994202,91.914459,870.763672,247.089386,82.542603,895.933044,462.303802
26.331482,1163.091797,885.148926,-180.228012,1137.00415,888.618835,-144.531219,948.072021,854.350525,-203.073273,1004.864075,687.749817,-221.11554,1085.999512,759.410278,96.425987,1085.155762,771.979431,116.11541,979.283325,685.214233,-155.645111,1032.727173,513.574158,-170.360474,1213.784302,233.562546,-170.229019,1087.578125,426.311432,79.612877,902.963928,557.497375,91.476845,864.24115,245.396072,82.847023,889.906311,460.177216
27.957928,1154.433228,884.265869,-178.600174,1128.478638,888.386475,-143.100967,939.579163,853.621643,-202.088043,997.190308,687.229309,-219.950317,1077.929443,759.244995,97.570877,1076.913208,770.840881,116.990158,971.753723,683.294495,-155.177261,1026.177246,513.113281,-170.599319,1210.419067,234.711975,-170.03772,1081.713989,426.279022,80.116051,896.426758,555.125916,91.108894,858.112732,243.730225,83.174141,883.667603,458.117371
29.626175,1145.631958,883.449646,-176.932114,1119.827515,888.156433,-141.653381,930.949219,852.959839,-201.05574,989.281494,686.75769,-218.721771,1069.685425,759.066833,98.759834,1068.474365,769.809326,117.858047,963.991821,681.522461,-154.697342,1019.284119,512.643188,-170.833344,1206.776855,235.93306,-169.834564,1075.493652,426.224762,80.658829,889.612976,552.909973,90.826164,852.347778,242.113602,83.536346,877.208801,456.151611
31.329628,1136.697266,882.713379,-175.2314,1111.062378,887.930603,-140.194077,922.193176,852.378479,-199.975021,981.125549,686.34668,-217.430466,1061.266602,758.875977,99.991714,1059.846313,768.901489,118.722183,956.003784,679.921875,-154.205231,1012.000793,512.165894,-171.063187,1202.810303,237.238022,-169.618927,1068.861084,426.140137,81.255325,882.52301,550.876953,90.641495,846.916199,240.565674,83.948067,870.531372,454.304199
33.06115,1127.642456,882.069092,-173.506027,1102.197388,887.711975,-138.727966,913.325378,851.891052,-198.846237,972.711731,686.008423,-216.076889,1052.674316,758.673706,101.265297,1051.040649,768.13208,119.586739,947.803223,678.51239,-153.702866,1004.273438,511.685181,-171.291473,1198.462646,238.640213,-169.392181,1061.749268,426.015289,81.920219,875.167175,549.050232,90.564194,841.789185,239.101807,84.424751,863.646362,452.595276
34.81321,1118.482666,881.528076,-171.764099,1093.249512,887.503479,-137.259262,904.362732,851.510498,-197.671478,964.031067,685.755127,-214.661499,1043.912354,758.462097,102.579185,1042.075439,767.513855,120.456711,939.410828,677.310364,-153.194595,996.04126,511.206635,-171.522522,1193.669434,240.153656,-169.157745,1054.082153,425.839813,82.667595,867.566101,547.448059,90.599251,836.940918,237.732239,84.981422,856.575623,451.03949
36.577995,1109.23584,881.099731,-170.013672,1084.237183,887.308594,-135.791473,895.324402,851.24884,-196.454971,955.076965,685.598572,-213.184677,1034.987305,758.24353,103.931793,1032.971802,767.05658,121.337631,930.854248,676.326538,-152.687256,987.240784,510.737366,-171.761719,1188.361328,241.792068,-168.920761,1045.778809,425.60257,83.509499,859.750122,546.08313,90.746933,832.348938,236.461121,85.631165,849.350891,449.645172
38.347538,1099.922119,880.791748,-168.262543,1075.18103,887.130554,-134.327484,886.231262,851.11615,-195.203018,945.846313,685.548889,-211.646973,1025.907959,758.021545,105.321175,1023.756714,766.766541,122.235054,922.167236,675.566467,-152.19014,977.810059,510.285309,-172.014603,1182.465942,243.567963,-168.687683,1036.757446,425.292725,84.454445,851.759644,544.961365,91.002594,827.994873,235.287033,86.383469,842.014282,448.413666
40.113846,1090.563232,880.609558,-166.518097,1066.10144,886.972229,-132.869476,877.105103,851.1203,-193.924088,936.339294,685.614563,-210.049103,1016.685486,757.799255,106.744896,1014.459351,766.647034,123.15406,913.388428,675.029724,-151.714294,967.694519,509.858978,-172.285965,1175.913086,245.491608,-168.465439,1026.942749,424.900665,85.506142,843.644104,544.080872,91.357025,823.865662,234.203995,87.242851,834.617615,447.33902
41.868992,1081.181885,880.556152,-164.787262,1057.019775,886.836426,-131.419128,867.968262,851.266357,-192.62854,926.561035,685.801025,-208.392471,1007.333069,757.580505,108.199905,1005.112427,766.697327,124.098701,904.560425,674.709167,-151.271713,956.852539,509.466644,-172.578766,1168.638672,247.569916,-168.260208,1016.271729,424.419098,86.662354,835.460815,543.431335,91.796951,819.953064,233.203125,88.207962,827.221069,446.408813
43.605194,1071.802124,880.631775,-163.076431,1047.956055,886.724487,-129.977478,858.842102,851.556396,-191.328476,916.521362,686.110352,-206.679245,997.865173,757.368652,109.682442,995.749878,766.913086,125.071648,895.728516,674.591736,-150.873932,945.262024,509.116577,-172.893295,1160.589233,249.805527,-168.076309,1004.700928,423.844849,87.914543,827.27417,542.994629,92.306038,816.254333,232.274078,89.271446,819.891602,445.604828
45.314816,1062.447754,880.833679,-161.391434,1038.928833,886.637207,-128.54512,849.746826,851.989136,-190.037048,906.235229,686.541016,-204.912888,988.297729,757.166748,111.187981,986.40686,767.28595,126.073959,886.938721,674.658813,-150.53006,932.923706,508.816833,-173.226181,1151.72522,252.195984,-167.914673,992.211609,423.179932,89.248085,819.152405,542.744751,92.866226,812.770813,231.406326,90.420624,812.699951,444.90506
46.990322,1053.142578,881.15625,-159.737839,1029.95459,886.57428,-127.122032,840.700623,852.560242,-188.767578,895.722778,687.08844,-203.098434,978.646484,756.977539,112.71122,977.118225,767.804443,127.105164,878.236633,674.887329,-150.244858,919.864746,508.576263,-173.570023,1142.024902,254.733292,-167.771927,978.81311,422.433228,90.643349,811.165405,542.650574,93.45916,809.507751,230.589859,91.638725,805.717468,444.285492
48.624218,1043.909302,881.591675,-158.121063,1021.046509,886.534424,-125.70752,831.719299,853.26239,-187.532608,885.008911,687.7453,-201.242798,968.927002,756.803711,114.246033,967.918335,768.454041,128.16333,869.665771,675.250977,-150.016891,906.137878,508.405579,-173.913376,1131.485596,257.403473,-167.639847,964.543945,421.621582,92.077324,803.380249,542.677551,94.067413,806.471863,229.815994,92.9067,799.011353,443.721924
50.208874,1034.770264,882.129272,-156.546707,1012.215271,886.515991,-124.300278,822.815796,854.085999,-186.342529,874.121887,688.503235,-199.355103,959.154541,756.647461,115.7855,958.839478,769.217712,129.245483,861.265625,675.722107,-149.837265,891.819641,508.318481,-174.241379,1120.124146,260.186432,-167.506287,949.471252,420.77063,93.525597,795.857666,542.791138,94.675491,803.670471,229.077927,94.205078,792.641174,443.192078
51.736477,1025.74585,882.756714,-155.020828,1003.46814,886.516846,-122.898193,814.000305,855.019775,-185.204651,863.092285,689.353943,-197.446533,949.342529,756.511658,117.321983,949.912109,770.076904,130.347961,853.070984,676.273315,-149.689819,877.006775,508.332916,-174.536636,1107.976196,263.056183,-167.356537,933.687317,419.91452,94.964386,788.64856,542.958496,95.270454,801.108521,228.370865,95.515831,786.65448,442.67691
53.199001,1016.855713,883.460022,-153.550064,994.809631,886.535461,-121.498459,805.280212,856.051025,-184.122498,851.952148,690.290344,-195.530457,939.503784,756.398987,118.847092,941.163757,771.011658,131.466812,845.110413,676.878601,-149.552139,861.809998,508.470825,-174.780624,1095.094971,265.980408,-167.175323,917.304871,419.095062,96.372421,781.791443,543.151672,95.842308,798.788025,227.69191,96.823715,781.083801,442.161743
54.588223,1008.116699,884.224121,-152.141663,986.241272,886.570435,-120.097534,796.660461,857.16626,-183.095398,840.733521,691.306885,-193.62204,929.649475,756.313049,120.351974,932.618896,772.001526,132.598267,837.40625,677.513611,-149.398071,846.348389,508.757233,-174.955078,1081.546021,268.920685,-166.948868,900.451355,418.359528,97.732475,775.310852,543.347229,96.384079,796.705872,227.039612,98.117264,775.945496,441.636627
55.895916,999.544189,885.033142,-150.803421,977.762695,886.621826,-118.691322,788.144348,858.351379,-182.11879,829.46814,692.400574,-191.737747,919.7901,756.257813,121.827354,924.298279,773.025879,133.739075,829.974548,678.157166,-149.201065,830.742126,509.218323,-175.043152,1067.404907,271.832672,-166.66655,883.261719,417.757233,99.03228,769.217834,543.527161,96.891411,794.85437,226.41362,99.389053,771.239014,441.096069
57.114109,991.151001,885.871033,-149.543335,969.371826,886.690125,-117.275475,779.733459,859.591858,-181.184967,818.186584,693.569702,-189.89476,909.935486,756.237915,123.263885,916.218872,774.064514,134.886429,822.82489,678.790344,-148.937546,815.104736,509.878693,-175.030106,1052.749878,274.666016,-166.321533,865.871643,417.336395,100.264793,763.510315,543.677795,97.36203,793.220581,225.814285,100.635269,766.949097,440.5383
58.235386,982.94751,886.722046,-148.369156,961.065979,886.776855,-115.845642,771.428955,860.872986,-180.28421,806.917969,694.814636,-188.110184,900.095764,756.257751,124.652351,908.39386,775.098267,136.038147,815.961975,679.396912,-148.589798,799.537476,510.758148,-174.903824,1037.657959,277.364716,-165.910416,848.410156,417.139801,101.427811,758.175293,543.789001,97.794991,791.787354,225.242294,101.854507,763.047974,439.964233
59.253231,974.941895,887.57074,-147.288071,952.842468,886.883789,-114.398018,763.231384,862.179443,-179.406143,795.689758,696.135681,-186.400177,890.281311,756.321411,125.984016,900.832275,776.108765,137.192215,809.385864,679.963074,-148.14743,784.124207,511.869446,-174.654587,1022.198425,279.868134,-165.432266,830.993164,417.201447,102.523026,753.191895,543.853271,98.190018,790.534119,224.698578,103.046356,759.499146,439.376404
60.16238,967.139221,888.402893,-146.305954,944.698792,887.01239,-112.929825,755.141785,863.496155,-178.541077,784.527527,697.533569,-184.779129,880.503845,756.432251,127.250847,893.53949,777.079468,138.34668,803.092468,680.476868,-147.607285,768.929626,513.216248,-174.274719,1006.429077,282.112366,-164.886581,813.71936,417.544098,103.554955,748.532959,543.864563,98.547005,789.437988,224.183899,104.209846,756.260925,438.778229
60.959064,959.542664,889.205322,-145.4272,936.63385,887.163635,-111.439842,747.161621,864.807312,-177.681168,773.455505,699.007385,-183.259079,870.776306,756.591614,128.445816,886.516602,777.995789,139.498993,797.074951,680.92865,-146.971893,753.999084,514.793091,-173.75798,990.393982,284.032562,-164.271912,796.66626,418.177612,104.529526,744.167969,543.818115,98.865784,788.474548,223.698761,105.342361,753.289917,438.173126
61.641193,952.15271,889.967041,-144.654312,928.647583,887.336853,-109.928894,739.292908,866.097351,-176.820923,762.495972,700.554626,-181.849213,861.112976,756.799377,129.563095,879.76178,778.845276,140.645874,791.323181,681.310913,-146.247528,739.361023,516.585693,-173.099274,974.122192,285.566162,-163.584686,779.890503,419.099335,105.452881,740.065063,543.710449,99.146133,787.61853,223.243057,106.439041,750.543274,437.564331
62.208473,944.967834,890.678406,-143.987717,920.741699,887.529785,-108.400108,731.538269,867.350708,-175.957458,751.670105,702.170166,-180.555496,851.529724,757.053101,130.598068,873.269104,779.618286,141.78273,785.824646,681.618103,-145.441849,725.030273,518.573303,-172.294418,957.629211,286.656921,-162.819107,763.429321,420.29541,106.330299,736.191467,543.539246,99.387848,786.84436,222.815918,107.492851,747.980652,436.954834
62.662342,937.984192,891.332153,-143.425751,912.919312,887.738281,-106.859108,723.900879,868.552307,-175.090149,740.998108,703.846497,-179.380692,842.043579,757.347839,131.547653,867.03009,780.307556,142.903671,780.564697,681.846924,-144.562134,711.012268,520.73053,-171.340607,940.918762,287.258484,-161.96785,747.30365,421.743286,107.16539,732.51532,543.303467,99.590836,786.127563,222.415634,108.495041,745.564209,436.347046
63.005871,931.196228,891.922974,-142.964828,905.184692,887.956299,-105.313828,716.383606,869.68811,-174.220169,730.49884,705.573364,-178.324463,832.672302,757.676758,132.410172,861.033325,780.908752,144.001297,775.526245,681.996277,-143.614166,697.30719,523.03064,-170.236633,923.985962,287.33786,-161.023193,731.522278,423.414246,107.959587,729.005615,543.003967,99.755295,785.444153,222.03981,109.435959,743.260071,435.743195
63.243546,924.596497,892.447571,-142.599655,897.542969,888.176575,-103.774178,708.989685,870.744507,-173.349884,720.190796,707.33844,-177.383591,823.434082,758.031067,133.185349,855.265137,781.420227,145.066864,770.690369,682.0672,-142.601471,683.913147,525.446899,-168.983337,906.820068,286.877899,-159.978271,716.086121,425.276489,108.712112,725.632751,542.643311,99.881653,784.772461,221.685349,110.306015,741.037048,435.145111
63.380951,918.175903,892.904724,-142.323669,889.999573,888.390686,-102.251419,701.721252,871.7099,-172.482285,710.09137,709.127625,-176.552444,814.346802,758.400513,133.874344,849.710144,781.842651,146.090683,766.037048,682.062622,-141.525406,670.828796,527.954041,-167.583755,889.407959,285.87854,-158.827789,700.992859,427.297028,109.420258,722.368469,542.225769,99.970596,784.093384,221.348755,111.096497,738.867493,434.554321
63.424492,911.923828,893.294373,-142.129379,882.559448,888.589783,-100.757484,694.579468,872.573547,-171.620514,700.216675,710.925232,-175.823395,805.427429,758.773743,134.479477,844.351501,782.178894,147.062622,761.544739,681987,-140.385406,658.054443,530.529358,-166.042908,871.73645,284.356995,-157.568558,686.239624,429.443604,110.079887,719.186768,541.757019,100.023087,783.390869,221.026428,111.800323,736.727051,433.971741
