Tiempo,Carga,Extension_de_traccion,Esfuerzo_de_traccion,Deformacion_dos,Deformacion_media,Desplazamiento_Deformacion_uno,Desplazamiento_Deformacion_dos
18.2,577.20449,1.51656,14.43011,0,0,264,0
18.3,580.04367,1.52484,14.50109,0,0,0.26543,0
18.4,583.32402,1.53328,14.5831,0,0,0.26667,0
18.5,586.02914,1.54172,14.65073,0,0,0.26766,0
18.6,589.3142,1.54953,14.73285,0,0,0.26913,0
18.7,592.69094,1.55875,14.81727,0,0,0.27084,0
18.8,595.54107,1.56625,14.88853,0,0,0.27229,0
18.9,599.02752,1.57531,14.97569,0,0,0.27369,0
19,601.74051,1.58312,15.04351,0,0,0.27486,0
19.1,604.99343,1.59187,15.12484,0,0,0.2765,0
19.2,607.79103,1.6,15.19478,0,0,0.27798,0
19.3,611.17248,1.60766,15.27931,0,0,0.27924,0
19.4,614.30549,1.61687,15.35764,0,0,0.28047,0
19.5,617.30924,1.62469,15.43273,0,0,0.28163,0
19.6,620.59271,1.63391,15.51482,0,0,0.28332,0
19.7,623.50868,1.64172,15.58772,0,0,0.28473,0
19.8,626.85409,1.65031,15.67135,0,0,0.28613,0
19.9,629.69872,1.65828,15.74247,0,0,0.28764,0
20,633.11229,1.66641,15.82781,0,0,0.28904,0
20.1,635.99688,1.67484,15.89992,0,0,0.29018,0
20.2,639.29684,1.68312,15.98242,0,0,0.29192,0
20.3,642.17593,1.69219,16.0544,0,0,0.29324,0
20.4,645.10209,1.69953,16.12755,0,0,0.29424,0
20.5,648.45765,1.70891,16.21144,0,0,0.29575,0
20.6,651.30075,1.71656,16.28252,0,0,0.29716,0
20.7,654.46277,1.72469,16.36157,0,0,0.29875,0
20.8,657.66945,1.73328,16.44174,0,0,0.29993,0
20.9,660.85025,1.74141,16.52126,0,0,0.30141,0
21,663.78424,1.75047,16.59461,0,0,0.30297,0
21.1,666.60615,1.75766,16.66515,0,0,0.30411,0
21.2,669.93195,1.76703,16.7483,0,0,0.30574,0
21.3,673.05951,1.77484,16.82649,0,0,0.3072,0
21.4,676.27481,1.78359,16.90687,0,0,0.30859,0
21.5,678.98389,1.79156,16.9746,0,0,0.30986,0
21.6,682.55416,1.80031,17.06385,0,0,0.31128,0
21.7,685.04615,1.80859,17.12615,0,0,0.31256,0
21.8,688.1455,1.81609,17.20364,0,0,0.31406,0
21.9,691.44857,1.82531,17.28621,0,0,0.31539,0
22,694.37549,1.83297,17.35939,0,0,0.31695,0
22.1,696.38947,1.84219,17.40974,0,0,0.31688,0
22.2,699.06483,1.84969,17.47662,0,0,0.31832,0
22.3,702.07953,1.85859,17.55199,0,0,0.32032,0
22.4,705.25487,1.86672,17.63137,0,0,0.32145,0
22.5,708.40591,1.87453,17.71015,0,0,0.32291,0
22.6,711.30074,1.88328,17.78252,0,0,0.3246,0
22.7,714.41885,1.89156,17.86047,0,0,326,0
22.8,717.29249,1.90031,17.93231,0,0,0.3273,0
22.9,720.18025,1.90797,18.00451,0,0,0.32842,0
23,723.39317,1.91687,18.08483,0,0,0.33005,0
23.1,726.44078,1.92484,18.16102,0,0,0.3317,0
23.2,729.6796,1.93328,18.24199,0,0,0.33312,0
23.3,732.34243,1.94156,18.30856,0,0,0.3343,0
23.4,735.87042,1.95016,18.39676,0,0,0.33567,0
23.5,738.81615,1.95906,18.4704,0,0,0.33729,0
23.6,741.48527,1.96625,18.53713,0,0,0.33857,0
23.7,744.62532,1.97531,18.61563,0,0,0.34011,0
23.8,747.91899,1.98328,18.69798,0,0,0.34126,0
23.9,751.09671,1.99187,18.77742,0,0,0.34283,0
24,753.48839,2,18.83721,0,0,0.34418,0
24.1,756.98658,2.00828,18.92466,0,0,0.34586,0
24.2,759.84299,2.01672,18.99607,0,0,0.34697,0
24.3,762871,2.02469,19.07178,0,0,0.34851,0
24.4,765.65454,2.03312,19.14136,0,0,0.34981,0
24.5,768.7076,2.04156,19.21769,0,0,0.35128,0
24.6,771.86259,2.05047,19.29656,0,0,0.35281,0
24.7,774.49251,2.05812,19.36231,0,0,0.35404,0
24.8,777.94525,2.06687,19.44863,0,0,0.3553,0
24.9,780.70136,2.07484,19.51753,0,0,0.35671,0
25,783.96052,2.08297,19.59901,0,0,0.35839,0
25.1,786.79575,2.09172,19.66989,0,0,0.35964,0
25.2,789.72662,2.09969,19.74317,0,0,0.36101,0
25.3,792.86192,2.10906,19.82155,0,0,0.36252,0
25.4,795.59451,2.11656,19.88986,0,0,0.36375,0
25.5,798.78867,2.12531,19.96972,0,0,0.36537,0
25.6,801.61998,2.13312,20.0405,0,0,0.36678,0
25.7,804.86434,2.14156,20.12161,0,0,0.36805,0
25.8,807.42138,2.14984,20.18553,0,0,0.36943,0
25.9,810.67113,2.15828,20.26678,0,0,0.37086,0
26,813.20778,2.16672,20.33019,0,0,0.37234,0
26.1,816.04691,2.17437,20.40117,0,0,0.37358,0
26.2,819.64545,2.18391,20.49114,0,0,0.37517,0
26.3,822.02936,2.19125,20.55073,0,0,0.37643,0
26.4,825.68582,2.20031,20.64215,0,0,0.3781,0
26.5,828.08305,2.20812,20.70208,0,0,0.37936,0
26.6,831.45192,2.21687,20.7863,0,0,0.38089,0
26.7,834.13664,2225,20.85342,0,0,0.38195,0
26.8,837.17955,2.23266,20.92949,0,0,0.38357,0
26.9,840.1433,2.24187,21.00358,0,0,0.38484,0
27,842.94174,2.24969,21.07354,0,0,0.38642,0
27.1,846.0544,2.25875,21.15136,0,0,0.38768,0
27.2,848.70625,2.26672,21.21766,0,0,0.38895,0
27.3,851.86278,2.27531,21.29657,0,0,0.39065,0
27.4,854.69177,2.28328,21.36729,0,0,0.39173,0
27.5,857.54581,2.29141,21.43864,0,0,0.3934,0
27.6,860.37396,2.29984,21.50935,0,0,0.39462,0
27.7,863.24131,2.30812,21.58103,0,0,0.39573,0
27.8,866.23719,2.31719,21.65593,0,0,0.39747,0
27.9,868.71674,2.32453,21.71792,0,0,0.39863,0
28,872.15062,2.33391,21.80377,0,0,0.4002,0
28.1,874.93341,2.34141,21.87333,0,0,0.40139,0
28.2,878.14089,2.34984,21.95352,0,0,0.40316,0
28.3,880.6712,2.35828,22.01678,0,0,0.40452,0
28.4,883.7956,2.36641,22.09489,0,0,0.40592,0
28.5,886.68335,2.37547,22.16708,0,0,0.40736,0
28.6,889.46456,2.38266,22.23661,0,0,0.4087,0
28.7,892.56,2.39203,22314,0,0,0.41014,0
28.8,895.18754,2.39984,22.37969,0,0,0.41156,0
28.9,898.40908,2.40844,22.46023,0,0,0.41313,0
29,900.87838,2.41672,22.52196,0,0,0.41425,0
29.1,904.41024,2.42531,22.61026,0,0,0.41603,0
29.2,906.9046,2.43359,22.67262,0,0,0.41718,0
29.3,909.89815,2.44125,22.74745,0,0,0.41867,0
29.4,912.85249,2.45031,22.82131,0,0,0.42016,0
29.5,915.52241,2.45797,22.88806,0,0,0.42146,0
29.6,918.38427,2.46719,22.95961,0,0,0.42276,0
29.7,921.04711,2.47469,23.02618,0,0,0.42389,0
29.8,924.09942,2.48344,23.10249,0,0,0.42537,0
29.9,926.90177,2.49172,23.17254,0,0,0.42694,0
30,929.63586,2.49953,23.2409,0,0,0.42795,0
30.1,932.57455,2.50828,23.31436,0,0,0.4297,0
30.2,935.44275,2.51656,23.38607,0,0,0.43112,0
30.3,938.43471,2.52531,23.46087,0,0,0.4324,0
30.4,940.91101,2.53312,23.52278,0,0,0.43382,0
30.5,944.14121,2.54187,23.60353,0,0,0.43516,0
30.6,946.89652,2.54984,23.67241,0,0,0.43658,0
30.7,949.79284,2.55828,23.74482,0,0,0.43823,0
30.8,952.62108,2.56656,23.81553,0,0,0.43952,0
30.9,955.48369,2.57516,23.88709,0,0,0.44094,0
31,958.33698,2.58406,23.95843,0,0,0.44231,0
31.1,960.81644,2.59109,24.02041,0,0,0.44361,0
31.2,963.88208,2.60016,24.09705,0,0,0.44507,0
31.3,966.7079,2.60828,24.1677,0,0,0.4468,0
31.4,969.76645,2.61687,24.24416,0,0,0.44811,0
31.5,972.25299,2625,24.30632,0,0,0.44932,0
31.6,975.24887,2.63328,24.38122,0,0,0.45079,0
31.7,977.8874,2.64172,24.44719,0,0,0.45213,0
