Tiempo,Carga,Extension_de_traccion,Esfuerzo_de_traccion,Deformacion_dos,Deformacion_media,Desplazamiento_Deformacion_uno,Desplazamiento_Deformacion_dos
0,0.53224,0,0.01331,0,0,-0.00016,0
0.1,1.20304,0.00516,0.03008,0,0,0.00038,0
0.2,6.0021,0.01578,0.15005,0,0,0.00203,0
0.3,9.95717,0.02516,0.24893,0,0,0.00345,0
0.4,13.25946,0.03281,0.33149,0,0,0.00459,0
0.5,17.02724,0.04187,0.42568,0,0,0.00605,0
0.6,20.47451,0.04984,0.51186,0,0,0.00729,0
0.7,23.78385,0.05812,0.5946,0,0,0.00871,0
0.8,27.08457,0.06656,0.67711,0,0,0.00979,0
0.9,30.28577,75,0.75714,0,0,0.01096,0
1,33.33808,0.08391,0.83345,0,0,0.01123,0
1.1,36.46484,0.09125,0.91162,0,0,0.01576,0
1.2,40.14014,0.10031,1.0035,0,0,0.01565,0
1.3,43.33899,0.10828,1.08347,0,0,0.01726,0
1.4,45.85529,0.11687,1.14638,0,0,0.02129,0
1.5,48.53223,125,1.21331,0,0,0.02459,0
1.6,51.75615,0.13328,1.2939,0,0,0.0258,0
1.7,55.30059,0.14172,1.38251,0,0,0.02541,0
1.8,58.62012,0.14969,1.4655,0,0,0.02626,0
1.9,61.86129,0.15812,1.54653,0,0,0.02881,0
2,65.29837,0.16641,1.63246,0,0,0.03159,0
2.1,68.87963,0.17547,1.72199,0,0,0.03264,0
2.2,71.54325,0.18312,1.78858,0,0,0.03253,0
2.3,75.18643,0.19187,1.87966,0,0,0.03379,0
2.4,77.55932,0.19984,1.93898,0,0,0.03675,0
2.5,80.52542,0.20797,2.01314,0,0,0.04014,0
2.6,83.53933,0.21672,2.08848,0,0,0.04154,0
2.7,86.35889,0.22484,2.15897,0,0,0.04258,0
2.8,89.37829,0.23406,2.23446,0,0,0.04438,0
2.9,91.68378,0.24156,2.29209,0,0,0.04781,0
3,94.65224,0.25031,2.36631,0,0,0.05072,0
3.1,97.32134,0.25812,2.43303,0,0,0.05229,0
3.2,100.3376,0.26656,2.50844,0,0,0.05401,0
3.3,102.55376,0.27484,2.56384,0,0,0.05545,0
