Tiempo,Carga,Extension_de_traccion,Esfuerzo_de_traccion,Deformacion_dos,Deformacion_media,Desplazamiento_Deformacion_uno,Desplazamiento_Deformacion_dos
0,0.45469,0,0.01137,0,0,0.00074,0
0.1,0.93194,0.00516,0.0233,0,0,0.00087,0
0.2,3.51484,0.01578,0.08787,0,0,0.00307,0
0.3,5.56094,0.02516,0.13902,0,0,0.00446,0
0.4,7.28419,0.03281,0.1821,0,0,0.00603,0
0.5,9.33734,0.04187,0.23343,0,0,0.00737,0
0.6,10.9493,0.04984,0.27373,0,0,0.0091,0
0.7,13.17486,0.05812,0.32937,0,0,0.0107,0
0.8,14.80093,0.06656,0.37002,0,0,0.01225,0
0.9,16.91051,75,0.42276,0,0,0.01389,0
1,18.47389,0.08391,0.46185,0,0,0.01509,0
1.1,20.22142,0.09109,0.50554,0,0,0.01669,0
1.2,22.2738,0.10031,0.55684,0,0,0.01826,0
1.3,24.20314,0.10828,0.60508,0,0,0.01991,0
1.4,25.98593,0.11687,0.64965,0,0,0.0215,0
1.5,27.63865,125,0.69097,0,0,0.02294,0
1.6,29.88223,0.13328,0.74706,0,0,0.02469,0
1.7,31.29593,0.14172,0.7824,0,0,0.02582,0
1.8,33.35692,0.14969,0.83392,0,0,0.02746,0
1.9,35.14364,0.15812,0.87859,0,0,0.02888,0
2,37.1106,0.16641,0.92776,0,0,0.03056,0
2.1,39.09793,0.17547,0.97745,0,0,0.03208,0
2.2,40.66444,0.18312,1.01661,0,0,0.03335,0
2.3,42.79909,0.19187,1.06998,0,0,0.03517,0
2.4,44.30135,0.19984,1.10753,0,0,0.03652,0
2.5,46.20169,0.20797,1.15504,0,0,0.03817,0
2.6,47.99703,0.21656,1.19993,0,0,0.03962,0
2.7,49.90678,0.22469,1.24767,0,0,0.04119,0
2.8,51.84161,0.23406,1.29604,0,0,0.04267,0
2.9,53.44338,0.24156,1.33608,0,0,0.04434,0
3,55.53337,0.25047,1.38833,0,0,0.04593,0
3.1,57.30755,0.25812,1.43269,0,0,0.0473,0
3.2,59.24237,0.26656,1.48106,0,0,0.04893,0
3.3,60.71014,0.27484,1.51775,0,0,0.05061,0
3.4,62.81424,0.28328,1.57036,0,0,0.05201,0
3.5,64.46225,0.29187,1.61156,0,0,0.05355,0
3.6,66.25837,0.29953,1.65646,0,0,0.05478,0
3.7,68241,0.30891,1.70602,0,0,0.05662,0
3.8,69.7315,0.31625,1.74329,0,0,0.05789,0
3.9,71.66554,0.32531,1.79164,0,0,0.05966,0
4,73.33627,0.33312,1.83341,0,0,0.06088,0
4.1,75.35887,0.34187,1.88397,0,0,0.06255,0
4.2,77.02177,0.35,1.92554,0,0,0.06387,0
4.3,79.15329,0.35766,1.97883,0,0,0.06551,0
4.4,80.8875,0.36687,2.02219,0,0,0.06714,0
4.5,82.63034,0.37484,2.06576,0,0,0.06859,0
4.6,84.52755,0.38391,2.11319,0,0,0.07013,0
4.7,86.02118,0.39156,2.15053,0,0,0.07168,0
4.8,88.13076,0.40047,2.20327,0,0,0.07309,0
4.9,89.66906,0.40828,2.24173,0,0,0.07455,0
5,91.67128,0.41641,2.29178,0,0,0.07622,0
5.1,93.32869,0.42484,2.33322,0,0,0.07768,0
5.2,95.37479,0.43312,2.38437,0,0,0.07923,0
5.3,97.02516,0.44219,2.42563,0,0,0.08076,0
5.4,98.63947,0.44953,2.46599,0,0,0.08205,0
5.5,100.70282,0.45891,2.51757,0,0,0.08342,0
5.6,102.17999,0.46656,2.5545,0,0,0.08489,0
5.7,104.04115,0.47469,2.60103,0,0,0.08664,0
5.8,105.81611,0.48328,2.6454,0,0,0.08802,0
5.9,107.69373,0.49141,2.69234,0,0,0.08951,0
6,109.36368,0.50047,2.73409,0,0,0.09099,0
6.1,111.22798,0.50766,2.7807,0,0,0.0923,0
6.2,112.8854,0.51703,2.82213,0,0,0.09414,0
6.3,114524,0.52469,2.8631,0,0,0.09562,0
6.4,116.38047,0.53359,2.90951,0,0,0.09724,0
6.5,117.88351,0.54172,2.94709,0,0,0.09837,0
6.6,120.03775,0.55031,3.00094,0,0,0.10016,0
6.7,121.88089,0.55859,3.04702,0,0,0.10159,0
6.8,123.53752,0.56625,3.08844,0,0,0.10285,0
6.9,125.23882,0.57531,3.13097,0,0,0.1045,0
7,126.88841,0.58297,3.17221,0,0,0.10593,0
7.1,128.80364,0.59219,3.22009,0,0,0.10744,0
7.2,130.52061,0.59969,3.26302,0,0,0.10893,0
7.3,132.45308,0.60859,3.31133,0,0,0.1104,0
7.4,134.01959,0.61687,3.35049,0,0,0.11199,0
7.5,135.67074,0.62453,3.39177,0,0,0.11351,0
7.6,137.55698,0.63328,3.43892,0,0,0.11502,0
7.7,139.22302,0.64141,3.48058,0,0,0.11642,0
7.8,141.00973,0.65047,3.52524,0,0,0.11789,0
7.9,142.82231,0.65797,3.57056,0,0,0.11931,0
8,144.31907,0.66687,3.60798,0,0,0.12104,0
8.1,145.8417,0.67484,3.64604,0,0,0.12277,0
8.2,147.83608,0.68312,3.6959,0,0,0.12446,0
8.3,149.19258,0.69156,3.72981,0,0,0.12595,0
8.4,150.98556,0.7,3.77464,0,0,0.12726,0
8.5,152.7856,0.70891,3.81964,0,0,0.12879,0
8.6,154.35133,0.71625,3.85878,0,0,0.1302,0
8.7,156.00326,0.72531,3.90008,0,0,0.13192,0
8.8,157.66616,0.73328,3.94165,0,0,0.13351,0
8.9,159.40429,0.74187,3.98511,0,0,0.13494,0
9,161.04525,0.75,4.02613,0,0,0.13633,0
9.1,162.78808,0.75828,4.0697,0,0,0.13797,0
9.2,164.57245,0.76672,4.11431,0,0,0.13941,0
9.3,166.27217,0.77469,4.1568,0,0,0.14114,0
9.4,168.05576,0.78328,4.20139,0,0,0.14254,0
9.5,169.63246,0.79141,4.24081,0,0,0.14417,0
9.6,171.32828,0.80047,4.28321,0,0,0.14581,0
9.7,172.86971,0.80812,4.32174,0,0,0.1472,0
9.8,174.76066,0.81672,4.36902,0,0,0.14905,0
9.9,176.34283,0.82484,4.40857,0,0,0.15097,0
10,178.15698,0.83297,4.45392,0,0,0.15277,0
10.1,179.6992,0.84172,4.49248,0,0,0.15461,0
10.2,181.58073,0.84984,4.53952,0,0,0.15643,0
10.3,182.94663,0.85906,4.57367,0,0,0.15842,0
10.4,184.41911,0.86656,4.61048,0,0,0.16099,0
10.5,186.01227,0.87531,4.65031,0,0,0.16336,0
10.6,187.48631,0.88328,4.68716,0,0,0.16545,0
10.7,189.55435,0.89156,4.73886,0,0,0.16775,0
10.8,190.8027,0.89984,4.77007,0,0,0.16959,0
10.9,192.53769,0.90828,4.81344,0,0,0.17158,0
11,194.1622,0.91672,4.85405,0,0,0.17344,0
11.1,195.54377,0.92453,4.88859,0,0,0.17514,0
11.2,197.5836,0.93391,4.93959,0,0,0.1775,0
