Tiempo,Carga,Extension_de_traccion,Esfuerzo_de_traccion,Deformacion_dos,Deformacion_media,Desplazamiento_Deformacion_uno,Desplazamiento_Deformacion_dos
0,0.2327,0,0.00582,0,0,0.00029,0
0.1,0.87294,0.00516,0.02182,0,0,0.00066,0
0.2,3.98402,0.01594,0.0996,0,0,0.00316,0
0.3,6.49091,0.02516,0.16227,0,0,0.00455,0
0.4,8.70785,0.03297,0.2177,0,0,0.00608,0
0.5,11.20063,0.04187,0.28002,0,0,0.00767,0
0.6,13.71379,0.04984,0.34284,0,0,0.00923,0
0.7,15.87587,0.05812,0.3969,0,0,0.01077,0
0.8,17.95881,0.06656,0.44897,0,0,0.01226,0
0.9,20.15772,0.07516,0.50394,0,0,0.01376,0
1,22.40601,0.08406,0.56015,0,0,0.01523,0
1.1,24.24523,0.09125,0.60613,0,0,0.01643,0
1.2,26.44885,0.10031,0.66122,0,0,0.01802,0
1.3,28.54432,0.10828,0.71361,0,0,0.01952,0
1.4,29.62811,0.11687,0.7407,0,0,0.02087,0
1.5,32.10208,125,0.80255,0,0,0.02419,0
1.6,34.46243,0.13328,0.86156,0,0,0.02394,0
1.7,36.52107,0.14172,0.91303,0,0,0.03064,0
1.8,38.74898,0.14953,0.96872,0,0,0.02937,0
1.9,40.76452,0.15812,1.01911,0,0,0.02944,0
2,43.08333,0.16656,1.07708,0,0,0.03371,0
2.1,45.32065,0.17547,1.13302,0,0,0.03508,0
2.2,47163,0.18312,1.17908,0,0,0.03474,0
2.3,49.81095,0.19187,1.24527,0,0,0.03723,0
2.4,51.10083,0.19984,1.27752,0,0,0.04132,0
2.5,53.57481,0.20797,1.33937,0,0,0.04265,0
2.6,55.51355,0.21672,1.38784,0,0,0.04361,0
2.7,57.79162,0.22469,1.44479,0,0,0.04797,0
2.8,60.04068,0.23406,1.50102,0,0,0.04787,0
2.9,62.04526,0.24156,1.55113,0,0,0.04871,0
3,64.50591,0.25031,1.61265,0,0,0.05306,0
3.1,66.46973,0.25812,1.66174,0,0,0.0533,0
3.2,68.94684,0.26656,1.72367,0,0,0.05528,0
3.3,71.04859,0.27484,1.77621,0,0,0.05836,0
3.4,73.29452,0.28328,1.83236,0,0,0.06016,0
3.5,75.52086,0.29172,1.88802,0,0,0.06197,0
3.6,77.56226,0.29953,1.93906,0,0,0.0642,0
3.7,80.14909,0.30891,2.00373,0,0,0.06693,0
3.8,82.17089,0.31641,2.05427,0,0,0.06813,0
3.9,84.58923,0.32531,2.11473,0,0,0.06937,0
4,86.57342,0.33312,2.16434,0,0,0.07198,0
4.1,88.89146,0.34172,2.22229,0,0,0.07313,0
4.2,90.95951,0.35,2.27399,0,0,0.07409,0
4.3,93.19682,0.35766,2.32992,0,0,77,0
4.4,95.59399,0.36687,2.38985,0,0,0.07793,0
4.5,97.95042,0.37484,2.44876,0,0,0.07917,0
4.6,100.02865,0.38375,2.50072,0,0,0.08174,0
4.7,102.17506,0.39156,2.55438,0,0,0.08291,0
4.8,104.79166,0.40047,2.61979,0,0,0.08464,0
4.9,106.77116,0.40828,2.66928,0,0,0.08618,0
5,108.91522,0.41641,2.72288,0,0,0.08815,0
5.1,111.27713,425,2.78193,0,0,0.08957,0
5.2,113.55677,0.43312,2.83892,0,0,0.09078,0
5.3,115.88263,0.44219,2.89707,0,0,0.09298,0
5.4,117.8872,0.44953,2.94718,0,0,0.09424,0
5.5,120.28672,0.45891,3.00717,0,0,0.09561,0
5.6,122.29835,0.46656,3.05746,0,0,0.09785,0
5.7,124.53018,0.47469,3.11325,0,0,0.09908,0
5.8,126.65701,0.48328,3.16643,0,0,0.10025,0
5.9,128.79244,0.49141,3.21981,0,0,0.10245,0
6,131.18492,0.50047,3.27962,0,0,0.10377,0
6.1,133.08761,0.50766,3.32719,0,0,0.1051,0
6.2,135.4221,0.51703,3.38555,0,0,0.10684,0
6.3,137.49328,0.52484,3.43733,0,0,0.10851,0
6.4,139932,0.53344,3.4983,0,0,0.10997,0
6.5,141.60664,0.54156,3.54017,0,0,0.11151,0
6.6,143.86512,0.55031,3.59663,0,0,0.11379,0
6.7,145.81248,0.55859,3.64531,0,0,0.11511,0
6.8,147.78257,0.56625,3.69456,0,0,0.1168,0
6.9,149.75737,0.57531,3.74393,0,0,0.11877,0
7,151.64126,0.58297,3.79103,0,0,0.12035,0
7.1,153.8292,0.59219,3.84573,0,0,0.12195,0
7.2,155.73112,0.59969,3.89328,0,0,0.12351,0
7.3,157.73176,0.60859,3.94329,0,0,0.1253,0
7.4,159.78257,0.61672,3.99456,0,0,0.12656,0
7.5,161.65235,0.62453,4.04131,0,0,0.1286,0
7.6,163.64204,0.63328,4.09105,0,0,0.13007,0
7.7,165.65836,0.64156,4.14146,0,0,0.13135,0
7.8,167.71936,0.65031,4.19298,0,0,0.13322,0
